pseudo_mr,text
board game specifier confusing. board game genre wargame. board game domain board game.,Have you ever played a confusing wargame board game?
board game specifier tedious. board game maximum number of players 2. board game domain board game.,What's the most tedious board game you can play with two players?
Chicago genre strategy game. Chicago instance of board game. Chicago average rating poor. Chicago minimum playing time 90. Chicago domain board game.,Chicago is a strategy board game with a poor rating and a minimum playing time of 90 minutes.
Chicago genre strategy game. Chicago publisher Playmix. Chicago domain board game.," Are you talking about the strategy board game Chicago, published by Playmix?"
Risk instance of board game. Risk genre board wargame. Risk domain board game.," Are you referring to Risk, the board wargame board game?"
Carcassonne average rating good. Carcassonne instance of board game. Carcassonne publisher Hans im Glück. Carcassonne domain board game.,You said Carcassonne was good. Do you usually like board games from Hans im Glück?
Mangala average rating average. Mangala complexity rating simple. Mangala maximum number of players 2. Mangala domain board game.," Mangala is an average board game, but I find it enjoyable. The simple complexity and the maximum number of players of two make it great for a quick game."
Sherlock Holmes Consulting Detective maximum number of players 8. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective domain board game.," Do you ever play board games for up to 8 players that use deductive reasoning, like Sherlock Holmes Consulting Detective?"
Carcassonne publisher Hans im Glück. Carcassonne developer Klaus-Jürgen Wrede. Carcassonne domain board game.," Have you ever played a board game published by Hans im Glück from Klaus-Jürgen Wrede, like Carcassonne?"
Twilight Struggle genre board wargame. Twilight Struggle maximum number of players 2. Twilight Struggle minimum playing time 120. Twilight Struggle instance of board game. Twilight Struggle average rating excellent. Twilight Struggle publisher GMT Games. Twilight Struggle domain board game.,Twilight Struggle is an excellent board wargame published by GMT Games for two players with a minimum playing time of 120 minutes.
Battle Masters genre fantasy. Battle Masters complexity rating moderate. Battle Masters average rating average. Battle Masters maximum number of players 2. Battle Masters minimum number of players 2. Battle Masters based on Warhammer. Battle Masters domain board game.,Battle Masters is a moderate fantasy board game based on Warhammer. It takes two players and has an average rating.
Cosmic Encounter publication year 1977. Cosmic Encounter instance of board game. Cosmic Encounter domain board game.," Are you referring to the 1977 board game, Cosmic Encounter?"
Twilight Struggle genre board wargame. Twilight Struggle average rating excellent. Twilight Struggle publisher GMT Games. Twilight Struggle minimum playing time 120. Twilight Struggle minimum number of players 2. Twilight Struggle instance of board game. Twilight Struggle domain board game.,Twilight Struggle is an excellent board wargame published by GMT Games. It requires a minimum of two players and 120 minutes to play.
Enchanted Forest developer Michel Matschoss. Enchanted Forest instance of board game. Enchanted Forest domain board game.," Have you ever played a board game created by Michel Matschoss, like Enchanted Forest?"
"Afrikan tähti alternate names African Star, Diamond Hunt. Afrikan tähti genre roll-and-move. Afrikan tähti domain board game."," Are you talking about Afrikan tähti (or African Star/Diamond Hunt), the roll-and-move board game?"
Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill domain board game.," Have you played Betrayal at House on the Hill, the Hasbro board game?"
board game specifier straightforward. board game maximum number of players 2. board game domain board game.,What's a straightforward board game for two players?
Thurn and Taxis publisher Hans im Glück. Thurn and Taxis publication year 2006. Thurn and Taxis domain board game.,Are you talking about the 2006 board game Thurn and Taxis from publisher Hans im Glück?
Enchanted Forest developer Michel Matschoss. Enchanted Forest publisher Ravensburger. Enchanted Forest domain board game.," Have you ever played a board game from Michel Matschoss, published by Ravensburger, like Enchanted Forest?"
Dune instance of board game. Dune genre science fiction. Dune domain board game.," Have you heard of Dune, the science fiction board game?"
Dune average rating excellent. Dune minimum playing time 60. Dune publication year 1979. Dune domain board game.,Dune is an excellent board game and I highly recommend it. The minimum playing time of 60 minutes and the 1979 publication year make it a classic.
Twilight Struggle genre board wargame. Twilight Struggle minimum number of players 2. Twilight Struggle average rating excellent. Twilight Struggle minimum playing time 120. Twilight Struggle publisher GMT Games. Twilight Struggle complexity rating advanced. Twilight Struggle instance of board game. Twilight Struggle domain board game.," Twilight Struggle, published by GMT Games, is an advanced board wargame with an excellent rating. It requires a minimum of 2 players and a minimum playing time of 120 minutes."
Mangala genre abstract strategy game. Mangala maximum number of players 2. Mangala average rating average. Mangala domain board game.,Mangala is an abstract strategy board game for two players with an average rating.
Spirit Island average rating excellent. Spirit Island genre cooperative board game. Spirit Island domain board game.,You loved Spirit Island. Do you usually like cooperative board games?
board game genre horror fiction. board game average rating average. board game domain board game.,What makes horror fiction board games an average board game?
Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder publisher Mayfair Games. Mystery Motive for Murder domain board game.," Have you ever played a board game from Bruce Glassco and Mayfair Games, like Mystery Motive for Murder?"
Betrayal at House on the Hill average rating average. Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill domain board game.,You found Betrayal at House on the Hill to be just okay. Do you think all cooperative board games are mediocre?
HeroQuest publisher Games Workshop. HeroQuest maximum number of players 5. HeroQuest domain board game.," Have you ever played a board game for up to 5 players published by Games Workshop, like HeroQuest?"
Scotland Yard average rating average. Scotland Yard game mechanics cooperative gameplay. Scotland Yard domain board game.,You found Scotland Yard to be decent. Do you usually think cooperative gameplay board games are just okay?
board game specifier strategic. board game genre roll-and-move. board game domain board game.,What's the most strategic roll-and-move board game?
Mangala instance of board game. Mangala domain board game.,"
Are you talking about the board game Mangala?"
Punaisten ja valkoisten taistelu Suomessa 1918 average rating poor. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,Punaisten ja valkoisten taistelu Suomessa 1918 is a board game from Finland with a poor rating. I think that it's not very enjoyable.
Lord of the Rings genre fantasy. Lord of the Rings developer Reiner Knizia. Lord of the Rings domain board game.,"
Have you ever played any of Reiner Knizia's fantasy board games, like Lord of the Rings?"
Axis and Allies average rating average. Axis and Allies instance of board game. Axis and Allies genre board wargame. Axis and Allies domain board game.,You found Axis and Allies to be just okay. Do you think all board wargames are mediocre?
board game specifier uninspiring. board game maximum number of players 6. board game domain board game.,What board game do you think is the most uninspiring for a game of up to 6 players?
Cosmic Encounter genre science fiction. Cosmic Encounter publication year 1977. Cosmic Encounter maximum number of players 8. Cosmic Encounter instance of board game. Cosmic Encounter publisher Fantasy Flight Games. Cosmic Encounter domain board game.,Cosmic Encounter is a science fiction board game published by Fantasy Flight Games in 1977 for up to 8 players.
board game specifier uninspiring. board game maximum number of players 2. board game domain board game.,What board game do you think is the most uninspiring for a two-player game?
HeroQuest publisher Games Workshop. HeroQuest genre fantasy. HeroQuest domain board game.," Have you ever played a fantasy board game published by Games Workshop, like HeroQuest?"
War of 1812 average rating average. War of 1812 publication year 1973. War of 1812 domain board game.," War of 1812 is an average board game, but it's still an interesting classic with a publication year of 1973."
board game genre fantasy. board game average rating average. board game domain board game.,What do you think makes fantasy board games an average board game?
Scotland Yard alternate names Fanton. Scotland Yard domain board game.," Have you heard of Scotland Yard, or its alternate name Fanton? It's a board game."
Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 maximum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 average rating poor. Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 complexity rating simple. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.," Punaisten ja valkoisten taistelu Suomessa 1918 is a Finnish, simple wargame board game for 2 players with a poor rating."
Monopoly average rating poor. Monopoly minimum playing time 60. Monopoly based on The Landlords Game. Monopoly domain board game.," Monopoly is a classic board game, but I find it too long with its minimum playing time of 60 minutes and poor rating. The game is based on The Landlords Game, so it has historical importance."
board game specifier confusing. board game genre fantasy. board game domain board game.,What's the most confusing fantasy board game you know?
Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,"
Are you referring to the board game Punaisten ja valkoisten taistelu Suomessa 1918 from Finland?"
HeroQuest genre fantasy. HeroQuest maximum number of players 5. HeroQuest publisher Games Workshop. HeroQuest minimum playing time 90. HeroQuest average rating good. HeroQuest complexity rating complex. HeroQuest domain board game.,HeroQuest is a complex fantasy board game published by Games Workshop. It typically takes 5 players and has a minimum playing time of 90 minutes with a good rating.
Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill domain board game.," Have you ever played Betrayal at House on the Hill, this board game from Bruce Glassco and Hasbro?"
Twilight Struggle publisher GMT Games. Twilight Struggle genre board wargame. Twilight Struggle domain board game.,"
Are you talking about Twilight Struggle, the GMT Games board wargame?"
Barbarossa developer Klaus Teuber. Barbarossa publisher Franckh-Kosmos. Barbarossa domain board game.,"
Are you referring to the board game Barbarossa from developer Klaus Teuber and publisher Franckh-Kosmos?"
War of 1812 average rating average. War of 1812 minimum playing time 90. War of 1812 maximum number of players 2. War of 1812 domain board game.,War of 1812 is an average board game. The minimum playing time of 90 minutes and the maximum number of players of 2 make it a bit too limited for my taste.
board game specifier educational. board game maximum number of players 5. board game domain board game.,What educational board game can you play with up to 5 players?
board game specifier strategic. board game genre science fiction. board game domain board game.,What's the most strategic science fiction board game you've ever played?
Betrayal at House on the Hill genre horror fiction. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill publisher Asmodee. Betrayal at House on the Hill average rating average. Betrayal at House on the Hill complexity rating complex. Betrayal at House on the Hill publication year 2004. Betrayal at House on the Hill domain board game.,Betrayal at House on the Hill is a complex horror fiction board game developed by Bruce Glassco and published by Asmodee in 2004. It has an average rating.
board game specifier straightforward. board game genre mystery fiction. board game domain board game.,Is there a straightforward board game in the mystery fiction domain?
Barbarossa average rating average. Barbarossa complexity rating moderate. Barbarossa minimum number of players 3. Barbarossa domain board game.,Barbarossa is an average board game in my opinion. The moderate complexity rating and the minimum number of players of 3 make it a great choice for a group of friends.
Risk genre board wargame. Risk average rating average. Risk maximum number of players 6. Risk instance of board game. Risk developer Albert Lamorisse. Risk domain board game.,Risk is an average board wargame developed by Albert Lamorisse for up to 6 players.
Chicago average rating poor. Chicago minimum number of players 2. Chicago maximum playing time 120. Chicago domain board game.," I don't think Chicago is a great board game. The poor rating, minimum number of players of 2, and maximum playing time of 120 minutes make it too limited for my taste."
Cosmic Encounter maximum number of players 8. Cosmic Encounter domain board game.,"
Have you ever played a board game for up to 8 players, like Cosmic Encounter?"
Yomi instance of board game. Yomi domain board game.,Are you talking about the board game Yomi?
Monopoly genre roll-and-move. Monopoly based on The Landlords Game. Monopoly maximum playing time 180. Monopoly domain board game.,Monopoly is a roll-and-move board game based on The Landlords Game. It has a maximum playing time of 180 minutes.
Betrayal at House on the Hill average rating average. Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill domain board game.,You found Betrayal at House on the Hill to be just okay. Do you usually think cooperative board games are mediocre?
Star Realms average rating excellent. Star Realms publisher White Wizard Games. Star Realms instance of board game. Star Realms domain board game.,You loved Star Realms. Do you usually have a great opinion of White Wizard Games board games?
board game specifier entertaning. board game maximum number of players 4. board game domain board game.,What entertaining board game can you play with up to four players?
War of 1812 domain board game.,"
Have you ever played a board game, like War of 1812?"
Descent Journeys in the Dark average rating good. Descent Journeys in the Dark domain board game.,I think Descent Journeys in the Dark is a good board game. The good rating is well deserved.
Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective domain board game.,You loved Sherlock Holmes Consulting Detective. Do you usually find board games with deductive reasoning mechanics enjoyable?
Enchanted Forest average rating average. Enchanted Forest publisher Ravensburger. Enchanted Forest domain board game.,You found Enchanted Forest to be just okay. Do you think all Ravensburger board games are mediocre?
Lord of the Rings average rating average. Lord of the Rings developer Reiner Knizia. Lord of the Rings genre fantasy. Lord of the Rings domain board game.,You said that Lord of the Rings was an average game. Do you think all of Reiner Knizia's fantasy board games are mediocre?
Lord of the Rings genre fantasy. Lord of the Rings minimum number of players 2. Lord of the Rings based on The Lord of the Rings. Lord of the Rings domain board game.,Lord of the Rings is a fantasy board game for at least 2 players based on The Lord of the Rings.
Spirit Island average rating excellent. Spirit Island genre cooperative board game. Spirit Island domain board game.,You loved Spirit Island. Do you usually like cooperative board games?
Twilight Struggle instance of board game. Twilight Struggle genre board wargame. Twilight Struggle domain board game.," Have you ever played a board wargame, like Twilight Struggle?"
Crossings average rating average. Crossings genre abstract strategy game. Crossings domain board game.," Crossings is an average abstract strategy board game. The genre makes it an interesting challenge, and it's a great way to pass the time."
Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill domain board game.," Are you talking about the cooperative board game, Betrayal at House on the Hill?"
Star Realms genre science fiction. Star Realms domain board game.," Have you heard of Star Realms, a science fiction board game?"
Chicago genre strategy game. Chicago publisher Playmix. Chicago instance of board game. Chicago maximum playing time 120. Chicago average rating poor. Chicago domain board game.,Chicago is a strategy board game published by Playmix with a maximum playing time of 120 minutes and a poor rating.
Yomi average rating average. Yomi instance of board game. Yomi genre card game. Yomi domain board game.,You said Yomi was just okay. Do you usually find card games from the board game genre to be mediocre?
Barbarossa average rating average. Barbarossa developer Klaus Teuber. Barbarossa instance of board game. Barbarossa domain board game.,You said Barbarossa was just okay. Do you think all board games by Klaus Teuber are mediocre?
Axis and Allies publisher Avalon Hill. Axis and Allies genre board wargame. Axis and Allies domain board game.," Have you played Axis and Allies, the Avalon Hill board wargame?"
Dune genre science fiction. Dune maximum playing time 180. Dune publication year 1979. Dune publisher Avalon Hill. Dune domain board game.,Dune is a science fiction board game published by Avalon Hill in 1979. It has a maximum playing time of 180 minutes.
Stratego average rating average. Stratego minimum number of players 2. Stratego domain board game.,Stratego is an average board game in my opinion. The minimum number of players of 2 makes it a great game for couples.
Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill domain board game.,"
Have you ever played a board game created by Bruce Glassco, like Betrayal at House on the Hill?"
Star Realms genre science fiction. Star Realms developer Darwin Kastle. Star Realms complexity rating moderate. Star Realms publisher White Wizard Games. Star Realms publication year 2014. Star Realms maximum number of players 6. Star Realms domain board game.," Star Realms is a science fiction board game with a moderate complexity rating, developed by Darwin Kastle and published by White Wizard Games in 2014. It can be played by up to 6 players."
Stratego average rating average. Stratego genre board wargame. Stratego minimum playing time 45. Stratego domain board game.," Stratego is an average board game in my opinion. As a board wargame, the minimum playing time of 45 minutes is a good amount of time to get immersed in the game."
"Stratego instance of board game. Stratego alternate names Excalibur, Mini Stratego, Original Stratego, Royal Stratego. Stratego domain board game."," Are you referring to the board game Stratego, also known as Excalibur, Mini Stratego, Original Stratego, and Royal Stratego?"
Descent Journeys in the Dark average rating good. Descent Journeys in the Dark publisher Fantasy Flight Games. Descent Journeys in the Dark domain board game.,You said Descent Journeys in the Dark was good. Do you usually like Fantasy Flight Games board games?
Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective domain board game.,Have you heard of the deduction board game Sherlock Holmes Consulting Detective from Space Cowboys?
Stratego average rating average. Stratego instance of board game. Stratego publisher Jumbo Games. Stratego domain board game.,You said Stratego was just okay. Do you think most of Jumbo Games' board games are mediocre?
Risk developer Albert Lamorisse. Risk domain board game.," Have you ever played a board game created by Albert Lamorisse, like Risk?"
Barbarossa average rating average. Barbarossa publisher Franckh-Kosmos. Barbarossa domain board game.,You found Barbarossa to be just okay. Do you think all board games published by Franckh-Kosmos are mediocre?
board game specifier stimulating. board game genre board wargame. board game domain board game.,What's the most stimulating board wargame in the board game domain?
Cosmic Encounter genre science fiction. Cosmic Encounter domain board game.,"
Are you talking about the science fiction board game Cosmic Encounter?"
Risk genre board wargame. Risk alternate names Risk!. Risk domain board game.," Have you played Risk, or its alternate name Risk!? It's a board wargame."
Afrikan tähti domain board game.," Have you tried Afrikan tähti, the board game?"
Carcassonne developer Klaus-Jürgen Wrede. Carcassonne genre German-style board game. Carcassonne domain board game.," Have you ever played a German-style board game from Klaus-Jürgen Wrede, like Carcassonne?"
Monopoly average rating poor. Monopoly minimum playing time 60. Monopoly country of origin United States of America. Monopoly domain board game.," Monopoly is a classic board game, but it's not very enjoyable. The poor rating and the 60-minute minimum playing time make it a bit too long and tedious for my taste."
HeroQuest average rating good. HeroQuest publisher Games Workshop. HeroQuest instance of board game. HeroQuest domain board game.,You liked HeroQuest. Do you think Games Workshop makes good board games?
Scotland Yard average rating average. Scotland Yard publisher Ravensburger. Scotland Yard game mechanics cooperative gameplay. Scotland Yard domain board game.,You found Scotland Yard to be just okay. Do you think cooperative gameplay board games from Ravensburger are usually mediocre?
Chicago genre strategy game. Chicago maximum number of players 4. Chicago maximum playing time 120. Chicago publisher Playmix. Chicago instance of board game. Chicago publication year 1986. Chicago domain board game.,Chicago is a 1986 strategy game board game published by Playmix. It can be played with up to 4 players in a maximum of 120 minutes.
Crossings average rating average. Crossings genre abstract strategy game. Crossings minimum number of players 2. Crossings domain board game.,Crossings is an average abstract strategy board game. The minimum number of players of 2 makes it great for a quick game and I find it enjoyable.
Enchanted Forest instance of board game. Enchanted Forest genre fantasy. Enchanted Forest domain board game.," Are you talking about the fantasy board game, Enchanted Forest?"
Mangala genre abstract strategy game. Mangala instance of board game. Mangala based on mancala. Mangala complexity rating simple. Mangala domain board game.,Mangala is a simple abstract strategy board game based on mancala.
Chicago instance of board game. Chicago genre strategy game. Chicago domain board game.," Have you heard of the board game Chicago, a strategy game?"
Dune genre science fiction. Dune average rating excellent. Dune maximum number of players 6. Dune domain board game.,Dune is a science fiction board game for up to 6 players with an excellent rating.
Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective instance of board game. Sherlock Holmes Consulting Detective domain board game.," I think Sherlock Holmes Consulting Detective is an excellent board game. The publisher Space Cowboys has done a great job with this game, and it's a great way to experience the world of Sherlock Holmes."
Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill domain board game.,Are you talking about the board game Betrayal at House on the Hill?
Monopoly genre roll-and-move. Monopoly domain board game.," Are you talking about Monopoly, the roll-and-move board game?"
Lord of the Rings genre fantasy. Lord of the Rings developer Reiner Knizia. Lord of the Rings based on The Lord of the Rings. Lord of the Rings maximum number of players 5. Lord of the Rings minimum number of players 2. Lord of the Rings domain board game.," Lord of the Rings, developed by Reiner Knizia, is a fantasy board game based on The Lord of the Rings for 2 to 5 players."
Axis and Allies country of origin United States of America. Axis and Allies developer Larry Harris. Axis and Allies domain board game.," Have you ever played a board game from the United States of America, created by Larry Harris, like Axis and Allies?"
board game specifier confusing. board game genre card game. board game domain board game.,What's the most confusing card game in the board game domain?
Star Realms instance of board game. Star Realms developer Darwin Kastle. Star Realms domain board game.,Are you talking about the board game Star Realms from developer Darwin Kastle?
A Game of Thrones genre fantasy. A Game of Thrones instance of board game. A Game of Thrones domain board game.,A Game of Thrones is a fantasy board game.
board game specifier frustrating. board game maximum number of players 5. board game domain board game.,What's the most frustrating board game you can play with up to 5 players?
Afrikan tähti average rating poor. Afrikan tähti genre roll-and-move. Afrikan tähti minimum number of players 2. Afrikan tähti domain board game.,Afrikan tähti is a poor board game in my opinion. The roll-and-move genre and minimum number of players of 2 make it quite limited.
Stratego average rating average. Stratego genre board wargame. Stratego publisher Jumbo Games. Stratego domain board game.,I remember you said Stratego was just okay. Do you think Jumbo Games make mediocre board wargames?
board game specifier educational. board game genre board wargame. board game domain board game.,What's an educational board wargame in the board game domain?
Descent Journeys in the Dark instance of board game. Descent Journeys in the Dark maximum number of players 5. Descent Journeys in the Dark domain board game.," Do you ever play board games for up to five players, like Descent Journeys in the Dark?"
Descent Journeys in the Dark average rating good. Descent Journeys in the Dark instance of board game. Descent Journeys in the Dark domain board game.,You said Descent Journeys in the Dark was good. Do you usually like board games?
board game specifier engaging. board game minimum number of players 2. board game domain board game.,What's an engaging board game you can play with at least two players?
Scotland Yard average rating average. Scotland Yard complexity rating moderate. Scotland Yard domain board game.,Scotland Yard is an average board game with a moderate complexity rating. It's a great game for a night of fun and mystery.
Cosmic Encounter publisher Fantasy Flight Games. Cosmic Encounter domain board game.,Are you referring to Fantasy Flight Games' Cosmic Encounter board game?
Chicago instance of board game. Chicago maximum number of players 4. Chicago domain board game.,"
Do you ever play board games for four players, like Chicago?"
board game specifier frustrating. board game minimum number of players 1. board game domain board game.,What's the most frustrating one-player board game?
Scotland Yard average rating average. Scotland Yard genre deduction game. Scotland Yard instance of board game. Scotland Yard domain board game.,You found Scotland Yard to be just okay. Do you think most deduction board games are mediocre?
Risk publication year 1957. Risk alternate names Risk!. Risk domain board game.," Are you referring to Risk (or Risk!), the board game published in 1957?"
Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective domain board game.,You loved Sherlock Holmes Consulting Detective. Do you think all deductive reasoning board games by Space Cowboys are great?
Lord of the Rings instance of board game. Lord of the Rings genre fantasy. Lord of the Rings domain board game.,Are you talking about the Lord of the Rings fantasy board game?
Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder publication year 2015. Mystery Motive for Murder publisher Mayfair Games. Mystery Motive for Murder average rating average. Mystery Motive for Murder maximum playing time 90. Mystery Motive for Murder domain board game.,Mystery Motive for Murder is a 2015 mystery fiction board game published by Mayfair Games with an average rating and a maximum playing time of 90 minutes.
Cosmic Encounter average rating average. Cosmic Encounter instance of board game. Cosmic Encounter minimum playing time 90. Cosmic Encounter domain board game.,I think Cosmic Encounter is an average board game. The instance of a board game and the minimum playing time of 90 minutes make it a good choice for a longer game session.
Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective maximum number of players 8. Sherlock Holmes Consulting Detective publication year 1981. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective is an excellent board game in my opinion. The maximum number of players of 8 and the 1981 publication date make it a classic.
Dune average rating excellent. Dune genre science fiction. Dune minimum number of players 2. Dune domain board game.,Dune is an excellent board game. The science fiction genre and the minimum number of players of 2 make it a great game for two people.
War of 1812 average rating average. War of 1812 publisher Columbia Games. War of 1812 instance of board game. War of 1812 domain board game.,You said War of 1812 was just okay. Do you think Columbia Games make mediocre board games?
Stratego publisher Jumbo Games. Stratego genre board wargame. Stratego domain board game.," Are you talking about Jumbo Games' board wargame, Stratego?"
HeroQuest instance of board game. HeroQuest domain board game.,Are you talking about the board game HeroQuest?
Risk instance of board game. Risk publisher Miro Company. Risk domain board game.," Have you played Risk, the Miro Company board game?"
Cosmic Encounter instance of board game. Cosmic Encounter domain board game.,Are you talking about the board game Cosmic Encounter?
Chicago average rating poor. Chicago maximum playing time 120. Chicago domain board game.,Chicago is a poor board game in my opinion. The maximum playing time of 120 minutes just isn't enough to make it worth it.
War of 1812 instance of board game. War of 1812 domain board game.," Have you ever played a board game, like War of 1812?"
Descent Journeys in the Dark genre fantasy. Descent Journeys in the Dark minimum number of players 2. Descent Journeys in the Dark publisher Fantasy Flight Games. Descent Journeys in the Dark publication year 2005. Descent Journeys in the Dark minimum playing time 120. Descent Journeys in the Dark domain board game.,Descent Journeys in the Dark is a fantasy board game published by Fantasy Flight Games in 2005. It requires at least 2 players and a minimum playing time of 120 minutes.
Risk average rating average. Risk developer Albert Lamorisse. Risk publisher Miro Company. Risk domain board game.,You said Risk was just okay. Do you think other board games from Miro Company and Albert Lamorisse are mediocre?
Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill domain board game.," Have you heard of Betrayal at House on the Hill, a board game?"
Twilight Struggle genre board wargame. Twilight Struggle domain board game.," Have you played Twilight Struggle, the board wargame?"
board game specifier entertaning. board game genre wargame. board game domain board game.,What entertaining wargame board game do you know of?
Axis and Allies instance of board game. Axis and Allies country of origin United States of America. Axis and Allies domain board game.," Have you heard of Axis and Allies, an American board game?"
board game specifier tedious. board game maximum number of players 6. board game domain board game.,What's the most tedious board game you can play with up to 6 players?
Crossings genre abstract strategy game. Crossings domain board game.," Do you know about Crossings, an abstract strategy board game?"
board game specifier stimulating. board game game mechanics deductive reasoning. board game domain board game.,What board game with deductive reasoning game mechanics is especially stimulating?
A Game of Thrones average rating good. A Game of Thrones genre fantasy. A Game of Thrones domain board game.,You said A Game of Thrones was good. Do you usually like fantasy board games?
War of 1812 genre wargame. War of 1812 complexity rating complex. War of 1812 minimum number of players 2. War of 1812 average rating average. War of 1812 domain board game.,War of 1812 is a complex wargame which requires at least 2 players and has an average rating.
Lord of the Rings genre fantasy. Lord of the Rings minimum number of players 2. Lord of the Rings based on The Lord of the Rings. Lord of the Rings maximum number of players 5. Lord of the Rings minimum playing time 20. Lord of the Rings domain board game.," Lord of the Rings is a fantasy board game based on The Lord of the Rings for 2 to 5 players, with a minimum playing time of 20 minutes."
Dune genre science fiction. Dune publisher Avalon Hill. Dune domain board game.," Have you heard of Dune, the science fiction board game by Avalon Hill?"
board game complexity rating. board game domain board game.,What complexity rating do you prefer when playing board games?
Carcassonne instance of board game. Carcassonne country of origin Germany. Carcassonne domain board game.," Have you ever played a board game from Germany, like Carcassonne?"
Star Realms genre science fiction. Star Realms developer Darwin Kastle. Star Realms domain board game.,Are you talking about the science fiction board game Star Realms from developer Darwin Kastle?
Descent Journeys in the Dark average rating good. Descent Journeys in the Dark instance of board game. Descent Journeys in the Dark maximum number of players 5. Descent Journeys in the Dark domain board game.,Descent Journeys in the Dark is a good board game in my opinion. The instance of a board game and the maximum number of players of 5 make it great for a small group.
board game specifier tedious. board game genre deduction game. board game domain board game.,What tedious deduction game have you played in the board game domain?
Enchanted Forest instance of board game. Enchanted Forest publisher Ravensburger. Enchanted Forest domain board game.,Have you ever played the Ravensburger board game Enchanted Forest?
A Game of Thrones average rating good. A Game of Thrones instance of board game. A Game of Thrones domain board game.,You said A Game of Thrones was good. Do you usually like board games?
Carcassonne average rating good. Carcassonne genre German-style board game. Carcassonne minimum number of players 2. Carcassonne domain board game.,Carcassonne is a good German-style board game. I like that it has a minimum number of players of 2 and it can be enjoyed by all.
Betrayal at House on the Hill publication year 2004. Betrayal at House on the Hill domain board game.," Are you talking about the board game Betrayal at House on the Hill, published in 2004?"
Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill domain board game.,Have you played the board game Betrayal at House on the Hill?
Stratego average rating average. Stratego genre board wargame. Stratego domain board game.,You said Stratego was just okay. Do you think most board wargames are mediocre?
Lord of the Rings average rating average. Lord of the Rings minimum playing time 20. Lord of the Rings genre fantasy. Lord of the Rings domain board game.,Lord of the Rings is an average board game in my opinion. The minimum playing time of 20 minutes and the fantasy genre make it an enjoyable experience.
board game genre mystery fiction. board game average rating average. board game instance of board game. board game domain board game.,What do you think makes mystery fiction board games an average board game?
Stratego genre board wargame. Stratego publisher Jumbo Games. Stratego domain board game.," Have you ever played a board wargame published by Jumbo Games, like Stratego?"
Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective domain board game.,You really enjoyed Sherlock Holmes Consulting Detective. Do you think all board games from Space Cowboys are great?
Betrayal at House on the Hill average rating average. Betrayal at House on the Hill publication year 2004. Betrayal at House on the Hill complexity rating complex. Betrayal at House on the Hill domain board game.,I believe Betrayal at House on the Hill is an average board game. The complexity rating of complex and the 2004 publication year make it a great choice for experienced gamers.
board game specifier entertaning. board game genre fantasy. board game domain board game.,What board game in the fantasy genre would you say is the most entertaining?
War of 1812 average rating average. War of 1812 publication year 1973. War of 1812 maximum number of players 2. War of 1812 domain board game.,War of 1812 is an average board game. The 1973 publication year and maximum number of players of 2 make it a bit too limited for my taste.
