mr,mr_new,da,errors,incorrect,duplicate,mr_len,SACC
"request_explanation(rating[excellent], performer[Mohombi, Costi Ioniță], publication_year[2014])","songs rating excellent. songs performer Mohombi, Costi Ioniță. songs publication year 2014. ",request_explanation,0,,,3,100
"request_explanation(rating[excellent], producer[Andrew Loog Oldham], genres[rock music])",songs rating excellent. songs producer Andrew Loog Oldham. songs genres rock music. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], from_album[Frank], record_label[Island Records])",songs rating excellent. songs from album Frank. songs record label Island Records. ,request_explanation,0,,,3,100
"request_explanation(rating[good], genres[funk], performer[Lizzo])",songs rating good. songs genres funk. songs performer Lizzo. ,request_explanation,0,,,3,100
"request_explanation(rating[good], record_label[Regal Recordings], publication_year[2006])",songs rating good. songs record label Regal Recordings. songs publication year 2006. ,request_explanation,0,,,3,100
"request_explanation(rating[good], record_label[Nice Life Recording Company], publication_year[2022])",songs rating good. songs record label Nice Life Recording Company. songs publication year 2022. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], record_label[Ultra Music], from_album[Stargazing])",songs rating excellent. songs record label Ultra Music. songs from album Stargazing. ,request_explanation,0,,,3,100
"request_explanation(rating[good], genres[new wave], from_album[Kings of the Wild Frontier])",songs rating good. songs genres new wave. songs from album Kings of the Wild Frontier. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], from_album[Aftermath], performer[The Rolling Stones])",songs rating excellent. songs from album Aftermath. songs performer The Rolling Stones. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], genres[hip hop music], publication_year[2014])",songs rating excellent. songs genres hip hop music. songs publication year 2014. ,request_explanation,0,,,3,100
"request_explanation(rating[good], record_label[Food Records], performer[Blur])",songs rating good. songs record label Food Records. songs performer Blur. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], genres[soul music], producer[Salaam Remi])",songs rating excellent. songs genres soul music. songs producer Salaam Remi. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], producer[Jack White], genres[garage rock])",songs rating excellent. songs producer Jack White. songs genres garage rock. ,request_explanation,0,,,3,100
"request_explanation(rating[good], producer[Swizz Beatz], publication_year[1998])",songs rating good. songs producer Swizz Beatz. songs publication year 1998. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], record_label[Universal Music Australia], performer[Troye Sivan])",songs rating excellent. songs record label Universal Music Australia. songs performer Troye Sivan. ,request_explanation,0,,,3,100
"request_explanation(rating[good], from_album[Kings of the Wild Frontier], performer[Adam and the Ants])",songs rating good. songs from album Kings of the Wild Frontier. songs performer Adam and the Ants. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], record_label[A&M Records], publication_year[1983])",songs rating excellent. songs record label A&M Records. songs publication year 1983. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], publication_year[2007], from_album[Untitled Korn album])",songs rating excellent. songs publication year 2007. songs from album Untitled Korn album. ,request_explanation,0,,,3,100
"request_explanation(rating[good], publication_year[2013], record_label[Merge Records])",songs rating good. songs publication year 2013. songs record label Merge Records. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], genres[electropop], record_label[Polydor Records])",songs rating excellent. songs genres electropop. songs record label Polydor Records. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], producer[Steve Mac], record_label[Polydor Records])",songs rating excellent. songs producer Steve Mac. songs record label Polydor Records. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], performer[The Killers], from_album[Hot Fuss])",songs rating excellent. songs performer The Killers. songs from album Hot Fuss. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], from_album[Brothers in Arms], producer[Mark Knopfler])",songs rating excellent. songs from album Brothers in Arms. songs producer Mark Knopfler. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], producer[Giorgio Moroder], from_album[Top Gun – Original Motion Picture Soundtrack])",songs rating excellent. songs producer Giorgio Moroder. songs from album Top Gun – Original Motion Picture Soundtrack. ,request_explanation,0,,,3,100
"request_explanation(rating[good], record_label[Def Jam Recordings], publication_year[1998])",songs rating good. songs record label Def Jam Recordings. songs publication year 1998. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], from_album[Midnights], performer[Taylor Swift])",songs rating excellent. songs from album Midnights. songs performer Taylor Swift. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], publication_year[2017], performer[Kygo, Justin Jesso])","songs rating excellent. songs publication year 2017. songs performer Kygo, Justin Jesso. ",request_explanation,0,,,3,100
"request_explanation(rating[good], record_label[Merge Records], publication_year[2013])",songs rating good. songs record label Merge Records. songs publication year 2013. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], publication_year[1994], performer[Los Fabulosos Cadillacs])",songs rating excellent. songs publication year 1994. songs performer Los Fabulosos Cadillacs. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], record_label[Aftermath Entertainment], publication_year[2014])",songs rating excellent. songs record label Aftermath Entertainment. songs publication year 2014. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], record_label[Columbia Records], publication_year[2022])",songs rating excellent. songs record label Columbia Records. songs publication year 2022. ,request_explanation,0,,,3,100
"request_explanation(rating[good], genres[East Coast hip hop], from_album[Vol. 2... Hard Knock Life])",songs rating good. songs genres East Coast hip hop. songs from album Vol. 2... Hard Knock Life. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], from_album[1989], publication_year[2015])",songs rating excellent. songs from album 1989. songs publication year 2015. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], from_album[1989], producer[Ali Payami])",songs rating excellent. songs from album 1989. songs producer Ali Payami. ,request_explanation,0,,,3,100
"request_explanation(rating[good], publication_year[2004], performer[Joe, G-Unit])","songs rating good. songs publication year 2004. songs performer Joe, G-Unit. ",request_explanation,0,,,3,100
"request_explanation(rating[excellent], producer[Skrillex], record_label[Roadrunner Records])",songs rating excellent. songs producer Skrillex. songs record label Roadrunner Records. ,request_explanation,0,,,3,100
"request_explanation(rating[good], performer[Katharine McPhee], publication_year[2007])",songs rating good. songs performer Katharine McPhee. songs publication year 2007. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], from_album[Killer Love], publication_year[2010])",songs rating excellent. songs from album Killer Love. songs publication year 2010. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], performer[Nicki Minaj], record_label[Interscope Records])",songs rating excellent. songs performer Nicki Minaj. songs record label Interscope Records. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], producer[Jacques Morali], publication_year[1978])",songs rating excellent. songs producer Jacques Morali. songs publication year 1978. ,request_explanation,0,,,3,100
"request_explanation(rating[good], from_album[N/A""], producer[Pnau])","songs rating good. songs from album N/A"". songs producer Pnau. ",request_explanation,0,,,3,100
"request_explanation(rating[excellent], genres[electropop], record_label[Columbia Records])",songs rating excellent. songs genres electropop. songs record label Columbia Records. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], performer[The Rolling Stones], genres[rock music])",songs rating excellent. songs performer The Rolling Stones. songs genres rock music. ,request_explanation,0,,,3,100
"request_explanation(rating[good], record_label[G-Unit Records], publication_year[2004])",songs rating good. songs record label G-Unit Records. songs publication year 2004. ,request_explanation,0,,,3,100
"request_explanation(rating[good], record_label[Interscope Records], performer[Lady Gaga])",songs rating good. songs record label Interscope Records. songs performer Lady Gaga. ,request_explanation,0,,,3,100
"request_explanation(rating[good], record_label[Atlantic Records], from_album[N/A])",songs rating good. songs record label Atlantic Records. songs from album N/A. ,request_explanation,0,,,3,100
"request_explanation(rating[good], producer[Giorgio Moroder], from_album[Déjà Vu])",songs rating good. songs producer Giorgio Moroder. songs from album Déjà Vu. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], genres[candombe], performer[Los Fabulosos Cadillacs])",songs rating excellent. songs genres candombe. songs performer Los Fabulosos Cadillacs. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], record_label[XL Recordings], from_album[Elephant])",songs rating excellent. songs record label XL Recordings. songs from album Elephant. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], publication_year[2014], from_album[To Pimp a Butterfly])",songs rating excellent. songs publication year 2014. songs from album To Pimp a Butterfly. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], from_album[Cruisin], producer[Jacques Morali])",songs rating excellent. songs from album Cruisin. songs producer Jacques Morali. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], genres[hip hop music], performer[Kendrick Lamar])",songs rating excellent. songs genres hip hop music. songs performer Kendrick Lamar. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], genres[nu metal], publication_year[2007])",songs rating excellent. songs genres nu metal. songs publication year 2007. ,request_explanation,0,,,3,100
"request_explanation(rating[mediocre], from_album[Red], genres[pop music])",songs rating mediocre. songs from album Red. songs genres pop music. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], performer[OneRepublic], record_label[Mosley Music Group])",songs rating excellent. songs performer OneRepublic. songs record label Mosley Music Group. ,request_explanation,0,,,3,100
"request_explanation(rating[excellent], performer[Los Fabulosos Cadillacs], publication_year[1994])",songs rating excellent. songs performer Los Fabulosos Cadillacs. songs publication year 1994. ,request_explanation,0,,,3,100
"request(specifier[beautiful], producer[K. C. Porter])",songs specifier beautiful. songs producer K. C. Porter. ,request,0,,,2,100
"request(specifier[beautiful], from_album[N/A])",songs specifier beautiful. songs from album N/A. ,request,0,,,2,100
"request(specifier[beautiful], producer[Swizz Beatz])",songs specifier beautiful. songs producer Swizz Beatz. ,request,0,,,2,100
"request(specifier[catchy], publication_year[2014])",songs specifier catchy. songs publication year 2014. ,request,0,,,2,100
"request(specifier[inspiring], publication_year[2011])",songs specifier inspiring. songs publication year 2011. ,request,0,,,2,100
"request(specifier[beautiful], publication_year[2019])",songs specifier beautiful. songs publication year 2019. ,request,0,,,2,100
"request(specifier[emotive], producer[Sade Adu])",songs specifier emotive. songs producer Sade Adu. ,request,0,,,2,100
"request(specifier[uninspired], producer[Mark Trombino])",songs specifier uninspired. songs producer Mark Trombino. ,request,0,,,2,100
"request(specifier[depressing], producer[Diplo])",songs specifier depressing. songs producer Diplo. ,request,0,,,2,100
"request(specifier[dull], producer[Skrillex])",songs specifier dull. songs producer Skrillex. ,request,0,,,2,100
"request(specifier[dull], genres[rock music])",songs specifier dull. songs genres rock music. ,request,0,,,2,100
"request(specifier[uninspired], from_album[Still])",songs specifier uninspired. songs from album Still. ,request,0,,,2,100
"request(specifier[uninspired], from_album[N/A])",songs specifier uninspired. songs from album N/A. ,request,0,,,2,100
"request(specifier[catchy], record_label[Jive Records])",songs specifier catchy. songs record label Jive Records. ,request,0,,,2,100
"request(specifier[emotive], record_label[Universal Music Australia])",songs specifier emotive. songs record label Universal Music Australia. ,request,0,,,2,100
"request(specifier[energetic], record_label[Def Jam Recordings])",songs specifier energetic. songs record label Def Jam Recordings. ,request,0,,,2,100
"request(specifier[beautiful], producer[Mark Trombino])",songs specifier beautiful. songs producer Mark Trombino. ,request,0,,,2,100
"request(specifier[beautiful], producer[Jimmy Page])",songs specifier beautiful. songs producer Jimmy Page. ,request,0,,,2,100
"request(specifier[emotive], from_album[The Path of Totality])",songs specifier emotive. songs from album The Path of Totality. ,request,0,,,2,100
"request(specifier[beautiful], from_album[Still])",songs specifier beautiful. songs from album Still. ,request,0,,,2,100
"request(specifier[inspiring], publication_year[2022])",songs specifier inspiring. songs publication year 2022. ,request,0,,,2,100
"request(specifier[energetic], publication_year[2012])",songs specifier energetic. songs publication year 2012. ,request,0,,,2,100
"request(specifier[dull], from_album[Music Is the Weapon])",songs specifier dull. songs from album Music Is the Weapon. ,request,0,,,2,100
"request(specifier[noisy], genres[rock music])",songs specifier noisy. songs genres rock music. ,request,0,,,2,100
"request(specifier[noisy], publication_year[2008])",songs specifier noisy. songs publication year 2008. ,request,0,,,2,100
"request(specifier[noisy], from_album[Katharine McPhee])",songs specifier noisy. songs from album Katharine McPhee. ,request,0,,,2,100
"request(specifier[beautiful], record_label[G-Unit Records])",songs specifier beautiful. songs record label G-Unit Records. ,request,0,,,2,100
"request(specifier[uninspired], record_label[Elektra])",songs specifier uninspired. songs record label Elektra. ,request,0,,,2,100
"request(specifier[catchy], performer[David Bowie])",songs specifier catchy. songs performer David Bowie. ,request,0,,,2,100
"request(specifier[inspiring], from_album[Hot Fuss])",songs specifier inspiring. songs from album Hot Fuss. ,request,0,,,2,100
"request(specifier[repetitive], from_album[Urban Hymns])",songs specifier repetitive. songs from album Urban Hymns. ,request,0,,,2,100
"request(specifier[beautiful], genres[dance-pop])",songs specifier beautiful. songs genres dance-pop. ,request,0,,,2,100
"request(specifier[beautiful], performer[Amy Winehouse])",songs specifier beautiful. songs performer Amy Winehouse. ,request,0,,,2,100
"request(specifier[inspiring], publication_year[2007])",songs specifier inspiring. songs publication year 2007. ,request,0,,,2,100
"request(specifier[energetic], record_label[Food Records])",songs specifier energetic. songs record label Food Records. ,request,0,,,2,100
"request(specifier[uninspired], from_album[DiscO-Zone""])","songs specifier uninspired. songs from album DiscO-Zone"". ",request,0,,,2,100
"request(specifier[dull], record_label[Jive Records])",songs specifier dull. songs record label Jive Records. ,request,0,,,2,100
"request(specifier[catchy], performer[Taylor Swift])",songs specifier catchy. songs performer Taylor Swift. ,request,0,,,2,100
"request(specifier[dull], producer[Gotye])",songs specifier dull. songs producer Gotye. ,request,0,,,2,100
"request(specifier[energetic], genres[arena rock])",songs specifier energetic. songs genres arena rock. ,request,0,,,2,100
"request(specifier[dull], from_album[All Your Fault: Pt. 2])",songs specifier dull. songs from album All Your Fault: Pt. 2. ,request,0,,,2,100
"request(specifier[noisy], genres[post-punk])",songs specifier noisy. songs genres post-punk. ,request,0,,,2,100
"request(specifier[dull], record_label[Columbia Records])",songs specifier dull. songs record label Columbia Records. ,request,0,,,2,100
"request(specifier[emotive], genres[reggaeton])",songs specifier emotive. songs genres reggaeton. ,request,0,,,2,100
"request(specifier[repetitive], genres[dancehall])",songs specifier repetitive. songs genres dancehall. ,request,0,,,2,100
"request(specifier[emotive], record_label[A&M Records])",songs specifier emotive. songs record label A&M Records. ,request,0,,,2,100
"request(specifier[inspiring], genres[pop rap])",songs specifier inspiring. songs genres pop rap. ,request,0,,,2,100
"request(specifier[depressing], genres[pop music])",songs specifier depressing. songs genres pop music. ,request,0,,,2,100
"request(specifier[emotive], genres[art pop])",songs specifier emotive. songs genres art pop. ,request,0,,,2,100
"request(specifier[energetic], publication_year[1990])",songs specifier energetic. songs publication year 1990. ,request,0,,,2,100
"request(specifier[noisy], publication_year[2001])",songs specifier noisy. songs publication year 2001. ,request,0,,,2,100
"request(specifier[inspiring], genres[synth-pop])",songs specifier inspiring. songs genres synth-pop. ,request,0,,,2,100
"request(specifier[beautiful], from_album[7])",songs specifier beautiful. songs from album 7. ,request,0,,,2,100
"request(specifier[catchy], record_label[Atlantic Records])",songs specifier catchy. songs record label Atlantic Records. ,request,0,,,2,100
"request(specifier[catchy], publication_year[2003])",songs specifier catchy. songs publication year 2003. ,request,0,,,2,100
"request(specifier[noisy], record_label[Interscope Records])",songs specifier noisy. songs record label Interscope Records. ,request,0,,,2,100
"request(specifier[inspiring], publication_year[2010])",songs specifier inspiring. songs publication year 2010. ,request,0,,,2,100
"request(specifier[catchy], producer[Kygo])",songs specifier catchy. songs producer Kygo. ,request,0,,,2,100
"request(specifier[beautiful], from_album[A mí me gusta])",songs specifier beautiful. songs from album A mí me gusta. ,request,0,,,2,100
"request(specifier[depressing], performer[Shaggy, Mohombi])","songs specifier depressing. songs performer Shaggy, Mohombi. ",request,0,,,2,100
"request(specifier[emotive], genres[alternative rock])",songs specifier emotive. songs genres alternative rock. ,request,0,,,2,100
"request(specifier[emotive], producer[Al Kooper])",songs specifier emotive. songs producer Al Kooper. ,request,0,,,2,100
"request(specifier[depressing], publication_year[2007])",songs specifier depressing. songs publication year 2007. ,request,0,,,2,100
"request(specifier[emotive], producer[Jimmy Page])",songs specifier emotive. songs producer Jimmy Page. ,request,0,,,2,100
"request(specifier[inspiring], record_label[Roadrunner Records])",songs specifier inspiring. songs record label Roadrunner Records. ,request,0,,,2,100
"request(specifier[repetitive], publication_year[2010])",songs specifier repetitive. songs publication year 2010. ,request,0,,,2,100
"request(specifier[emotive], publication_year[2001])",songs specifier emotive. songs publication year 2001. ,request,0,,,2,100
"request(specifier[energetic], producer[Mike WiLL Made-It])",songs specifier energetic. songs producer Mike WiLL Made-It. ,request,0,,,2,100
"request(specifier[depressing], producer[Max Martin])",songs specifier depressing. songs producer Max Martin. ,request,0,,,2,100
"request(specifier[dull], publication_year[2014])",songs specifier dull. songs publication year 2014. ,request,0,,,2,100
"request(specifier[noisy], from_album[Urban Hymns])",songs specifier noisy. songs from album Urban Hymns. ,request,0,,,2,100
"request(specifier[beautiful], publication_year[2017])",songs specifier beautiful. songs publication year 2017. ,request,0,,,2,100
"request(specifier[uninspired], from_album[Midnights])",songs specifier uninspired. songs from album Midnights. ,request,0,,,2,100
"request(specifier[depressing], from_album[Reflektor])",songs specifier depressing. songs from album Reflektor. ,request,0,,,2,100
"request(specifier[energetic], publication_year[1996])",songs specifier energetic. songs publication year 1996. ,request,0,,,2,100
"request(specifier[emotive], publication_year[1994])",songs specifier emotive. songs publication year 1994. ,request,0,,,2,100
"request(specifier[uninspired], genres[synth-pop])",songs specifier uninspired. songs genres synth-pop. ,request,0,,,2,100
"request(specifier[emotive], record_label[Interscope Records])",songs specifier emotive. songs record label Interscope Records. ,request,0,,,2,100
"request(specifier[depressing], publication_year[2013])",songs specifier depressing. songs publication year 2013. ,request,0,,,2,100
"request(specifier[dull], from_album[Brothers in Arms])",songs specifier dull. songs from album Brothers in Arms. ,request,0,,,2,100
"request(specifier[depressing], genres[hip hop music])",songs specifier depressing. songs genres hip hop music. ,request,0,,,2,100
"request(specifier[noisy], record_label[G-Unit Records])",songs specifier noisy. songs record label G-Unit Records. ,request,0,,,2,100
"request(specifier[noisy], from_album[Elephant])",songs specifier noisy. songs from album Elephant. ,request,0,,,2,100
"request(specifier[uninspired], from_album[Girl])",songs specifier uninspired. songs from album Girl. ,request,0,,,2,100
"request(specifier[catchy], from_album[Lovers Rock])",songs specifier catchy. songs from album Lovers Rock. ,request,0,,,2,100
"request(specifier[energetic], from_album[The Path of Totality])",songs specifier energetic. songs from album The Path of Totality. ,request,0,,,2,100
"request(specifier[uninspired], producer[Atticus Ross])",songs specifier uninspired. songs producer Atticus Ross. ,request,0,,,2,100
"request(specifier[depressing], genres[electronic dance music])",songs specifier depressing. songs genres electronic dance music. ,request,0,,,2,100
"request(specifier[uninspired], performer[Pharrell Williams])",songs specifier uninspired. songs performer Pharrell Williams. ,request,0,,,2,100
"request(specifier[energetic], record_label[Mercury Records])",songs specifier energetic. songs record label Mercury Records. ,request,0,,,2,100
"request(specifier[inspiring], record_label[Jive Records])",songs specifier inspiring. songs record label Jive Records. ,request,0,,,2,100
"request(specifier[noisy], from_album[Kings of the Wild Frontier])",songs specifier noisy. songs from album Kings of the Wild Frontier. ,request,0,,,2,100
"request(specifier[energetic], publication_year[2022])",songs specifier energetic. songs publication year 2022. ,request,0,,,2,100
"request(specifier[energetic], producer[Youth])",songs specifier energetic. songs producer Youth. ,request,0,,,2,100
"request(specifier[depressing], producer[Kygo])",songs specifier depressing. songs producer Kygo. ,request,0,,,2,100
"request(specifier[emotive], from_album[Déjà Vu])",songs specifier emotive. songs from album Déjà Vu. ,request,0,,,2,100
"request(specifier[energetic], publication_year[2003])",songs specifier energetic. songs publication year 2003. ,request,0,,,2,100
"request(specifier[repetitive], from_album[Second Helping])",songs specifier repetitive. songs from album Second Helping. ,request,0,,,2,100
"request(specifier[inspiring], record_label[Epic Records])",songs specifier inspiring. songs record label Epic Records. ,request,0,,,2,100
"request(specifier[catchy], record_label[EMI])",songs specifier catchy. songs record label EMI. ,request,0,,,2,100
"suggest(name[Over It], genres[pop music])",Over It genres pop music. Over It domain songs.,suggest,0,,,2,100
"suggest(name[Black Barbies], performer[Nicki Minaj])",Black Barbies performer Nicki Minaj. Black Barbies domain songs.,suggest,0,,,2,100
"suggest(name[Right Here, Right Now], record_label[Inc.])","Right Here, Right Now record label Inc.. Right Here, Right Now domain songs.",suggest,0,,,2,100
"suggest(name[Blurred Lines], record_label[Universal Music Group])",Blurred Lines record label Universal Music Group. Blurred Lines domain songs.,suggest,0,,,2,100
"suggest(name[Marilyn Monroe], from_album[Girl])",Marilyn Monroe from album Girl. Marilyn Monroe domain songs.,suggest,0,,,2,100
"suggest(name[Black Barbies], genres[hip hop music])",Black Barbies genres hip hop music. Black Barbies domain songs.,suggest,0,,,2,100
"suggest(name[Careless Whisper], publication_year[1984])",Careless Whisper publication year 1984. Careless Whisper domain songs.,suggest,0,,,2,100
"suggest(name[Over It], producer[Josh Alexander])",Over It producer Josh Alexander. Over It domain songs.,suggest,0,,,2,100
"suggest(name[Anti-Hero], performer[Taylor Swift])",Anti-Hero performer Taylor Swift. Anti-Hero domain songs.,suggest,0,,,2,100
"suggest(name[Style], genres[synth-pop])",Style genres synth-pop. Style domain songs.,suggest,0,,,2,100
"suggest(name[Break My Soul], record_label[Columbia Records])",Break My Soul record label Columbia Records. Break My Soul domain songs.,suggest,0,,,2,100
"suggest(name[Sweet Home Alabama], publication_year[1974])",Sweet Home Alabama publication year 1974. Sweet Home Alabama domain songs.,suggest,0,,,2,100
"suggest(name[Habibi], genres[reggaeton])",Habibi genres reggaeton. Habibi domain songs.,suggest,0,,,2,100
"suggest(name[So Good], producer[Ryan Tedder])",So Good producer Ryan Tedder. So Good domain songs.,suggest,0,,,2,100
"suggest(name[Waka Waka], genres[pop music])",Waka Waka genres pop music. Waka Waka domain songs.,suggest,0,,,2,100
"suggest(name[Break My Soul], genres[dance-pop])",Break My Soul genres dance-pop. Break My Soul domain songs.,suggest,0,,,2,100
"suggest(name[Seven Nation Army], record_label[XL Recordings])",Seven Nation Army record label XL Recordings. Seven Nation Army domain songs.,suggest,0,,,2,100
"suggest(name[Every Breath You Take], producer[Stewart Copeland])",Every Breath You Take producer Stewart Copeland. Every Breath You Take domain songs.,suggest,0,,,2,100
"suggest(name[I Was Gonna Cancel], genres[synth-pop])",I Was Gonna Cancel genres synth-pop. I Was Gonna Cancel domain songs.,suggest,0,,,2,100
"suggest(name[Mad Love], performer[Mabel])",Mad Love performer Mabel. Mad Love domain songs.,suggest,0,,,2,100
"suggest(name[Get Up!], genres[nu metal])",Get Up! genres nu metal. Get Up! domain songs.,suggest,0,,,2,100
"suggest(name[Wanna Get to Know You], producer[Red Spyda])",Wanna Get to Know You producer Red Spyda. Wanna Get to Know You domain songs.,suggest,0,,,2,100
"suggest(name[Careless Whisper], from_album[Make It Big])",Careless Whisper from album Make It Big. Careless Whisper domain songs.,suggest,0,,,2,100
"suggest(name[Seven Nation Army], producer[Jack White])",Seven Nation Army producer Jack White. Seven Nation Army domain songs.,suggest,0,,,2,100
"suggest(name[Stargazing], performer[Kygo, Justin Jesso])","Stargazing performer Kygo, Justin Jesso. Stargazing domain songs.",suggest,0,,,2,100
"suggest(name[Stairway to Heaven], publication_year[1971])",Stairway to Heaven publication year 1971. Stairway to Heaven domain songs.,suggest,0,,,2,100
"suggest(name[Style], publication_year[2015])",Style publication year 2015. Style domain songs.,suggest,0,,,2,100
"suggest(name[About Damn Time], performer[Lizzo])",About Damn Time performer Lizzo. About Damn Time domain songs.,suggest,0,,,2,100
"suggest(name[Money, Cash, Hoes], performer[DMX, Jay-Z])","Money, Cash, Hoes performer DMX, Jay-Z. Money, Cash, Hoes domain songs.",suggest,0,,,2,100
"suggest(name[Evolution], from_album[Untitled Korn album])",Evolution from album Untitled Korn album. Evolution domain songs.,suggest,0,,,2,100
"suggest(name[As It Was], record_label[Columbia Records])",As It Was record label Columbia Records. As It Was domain songs.,suggest,0,,,2,100
"suggest(name[Anti-Hero], publication_year[2022])",Anti-Hero publication year 2022. Anti-Hero domain songs.,suggest,0,,,2,100
"suggest(name[We Are the World], from_album[We Are the World])",We Are the World from album We Are the World. We Are the World domain songs.,suggest,0,,,2,100
"suggest(name[Break My Soul], publication_year[2022])",Break My Soul publication year 2022. Break My Soul domain songs.,suggest,0,,,2,100
"suggest(name[Kings of the Wild Frontier], publication_year[1980])",Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier domain songs.,suggest,0,,,2,100
"suggest(name[I Still...], producer[Max Martin])",I Still... producer Max Martin. I Still... domain songs.,suggest,0,,,2,100
"suggest(name[Break My Soul], producer[Beyoncé])",Break My Soul producer Beyoncé. Break My Soul domain songs.,suggest,0,,,2,100
"suggest(name[Paint It Black], performer[The Rolling Stones])",Paint It Black performer The Rolling Stones. Paint It Black domain songs.,suggest,0,,,2,100
"suggest(name[So Good], from_album[Strange Clouds])",So Good from album Strange Clouds. So Good domain songs.,suggest,0,,,2,100
"suggest(name[Money for Nothing], from_album[Brothers in Arms])",Money for Nothing from album Brothers in Arms. Money for Nothing domain songs.,suggest,0,,,2,100
"suggest(name[Pumped Up Kicks], record_label[Startime International])",Pumped Up Kicks record label Startime International. Pumped Up Kicks domain songs.,suggest,0,,,2,100
"suggest(name[Break My Soul], producer[Tricky Stewart])",Break My Soul producer Tricky Stewart. Break My Soul domain songs.,suggest,0,,,2,100
"suggest(name[Space Oddity], genres[space rock])",Space Oddity genres space rock. Space Oddity domain songs.,suggest,0,,,2,100
"suggest(name[Littlest Things], performer[Lily Allen])",Littlest Things performer Lily Allen. Littlest Things domain songs.,suggest,0,,,2,100
"suggest(name[Pumped Up Kicks], publication_year[2010])",Pumped Up Kicks publication year 2010. Pumped Up Kicks domain songs.,suggest,0,,,2,100
"suggest(name[So Good], genres[pop rap])",So Good genres pop rap. So Good domain songs.,suggest,0,,,2,100
"suggest(name[Every Breath You Take], from_album[Synchronicity])",Every Breath You Take from album Synchronicity. Every Breath You Take domain songs.,suggest,0,,,2,100
"suggest(name[Dragostea Din Tei], genres[Eurodance])",Dragostea Din Tei genres Eurodance. Dragostea Din Tei domain songs.,suggest,0,,,2,100
"suggest(name[Old Town Road], performer[Lil Nas X])",Old Town Road performer Lil Nas X. Old Town Road domain songs.,suggest,0,,,2,100
"suggest(name[Bitter Sweet Symphony], genres[alternative rock])",Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony domain songs.,suggest,0,,,2,100
"suggest(name[For a Friend], performer[The Communards])",For a Friend performer The Communards. For a Friend domain songs.,suggest,0,,,2,100
"suggest(name[Habibi], record_label[Sony Music])",Habibi record label Sony Music. Habibi domain songs.,suggest,0,,,2,100
"suggest(name[Money, Cash, Hoes], record_label[Roc-A-Fella Records])","Money, Cash, Hoes record label Roc-A-Fella Records. Money, Cash, Hoes domain songs.",suggest,0,,,2,100
"suggest(name[Wild], producer[Alex Hope])",Wild producer Alex Hope. Wild domain songs.,suggest,0,,,2,100
"suggest(name[Apple Shampoo], publication_year[1997])",Apple Shampoo publication year 1997. Apple Shampoo domain songs.,suggest,0,,,2,100
"suggest(name[Stairway to Heaven], performer[Led Zeppelin])",Stairway to Heaven performer Led Zeppelin. Stairway to Heaven domain songs.,suggest,0,,,2,100
"suggest(name[Stereotypes], publication_year[1996])",Stereotypes publication year 1996. Stereotypes domain songs.,suggest,0,,,2,100
"suggest(name[Y.M.C.A.], from_album[Cruisin])",Y.M.C.A. from album Cruisin. Y.M.C.A. domain songs.,suggest,0,,,2,100
"suggest(name[Wild], performer[Troye Sivan])",Wild performer Troye Sivan. Wild domain songs.,suggest,0,,,2,100
"suggest(name[So Good], record_label[Atlantic Records])",So Good record label Atlantic Records. So Good domain songs.,suggest,0,,,2,100
"suggest(name[Macarena], performer[Los del Río])",Macarena performer Los del Río. Macarena domain songs.,suggest,0,,,2,100
"suggest(name[Wanna Get to Know You], genres[hip hop music])",Wanna Get to Know You genres hip hop music. Wanna Get to Know You domain songs.,suggest,0,,,2,100
