mr,text,word counts,,pred,,num_triples,num_hops,popularity,scores,,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"suggest(name[Mad Love], from_album[Mabel singles discography], instance_of[single])"," Have you heard Mabel's single, Mad Love from her singles discography?",11,,suggest,#REF!,3,1,not so popular,0.90358174,,#REF!,0.005598914527,178.6060486,6.178110636,match_scores,Mad Love,#REF!
"suggest(name[Hold My Hand], instance_of[single], producer[Lady Gaga])"," Do you like Lady Gaga's single, Hold My Hand?",9,,suggest,#REF!,3,1,popular,0.9092998,,#REF!,0.01682180752,59.44664383,14.99110695,match_scores,Hold My Hand,#REF!
"suggest(name[Stargazing], performer[Kygo, Justin Jesso], instance_of[single])"," Do you like the single by Kygo and Justin Jesso, called Stargazing?",12,,suggest,#REF!,3,1,not so popular,0.91472393,,#REF!,0.002899484821,344.888855,7.141816289,match_scores,Stargazing,#REF!
"suggest(name[Que Calor], performer[J Balvin, El Alfa], genres[Latin music])"," Have you ever heard any Latin music by J Balvin and El Alfa, like Que Calor?",16,,suggest,#REF!,3,1,not so popular,0.92066664,,#REF!,0.005900739789,169.4702759,7.994607499,match_scores,Que Calor,#REF!
"suggest(name[Black Barbies], instance_of[single], performer[Nicki Minaj])",Do you like Nicki Minaj's singles like Black Barbies?,9,,suggest,#REF!,3,1,not so popular,0.92109483,,#REF!,0.009792521547,102.1187439,9.287529,match_scores,Black Barbies,#REF!
"suggest(name[Viva la Vida], genres[baroque pop], instance_of[single])"," Are you familiar with baroque pop singles, like Viva la Vida?",11,,suggest,#REF!,3,1,popular,0.923143,,#REF!,0.018524745,53.98184967,3.673526563,match_scores,Viva la Vida,#REF!
"verify_attribute(name[Waka Waka], rating[excellent], instance_of[single])",You love Waka Waka. Do you have a similar affinity for all single songs?,14,,verify_attribute,#REF!,3,1,popular,0.7640027,,#REF!,0.01073514691,93.15196228,4.891187874,match_scores,Waka Waka,#REF!
"verify_attribute(name[Poison], rating[excellent], is_from_album[True])",You love Poison. Do you think the other songs from the same album are equally great?,16,,verify_attribute,#REF!,3,1,not so popular,0.34663674,,#REF!,0.01374845258,72.73545837,2.147691209,match_scores,Poison,#REF!
"verify_attribute(name[Matador], rating[excellent], producer[K. C. Porter])",You said you love Matador by K. C. Porter. Do you always enjoy songs produced by K. C. Porter?,19,,verify_attribute,#REF!,3,1,not so popular,0.81893104,,#REF!,0.02196561153,45.52570724,14.75758119,match_scores,Matador,#REF!
"verify_attribute(name[Kings of the Wild Frontier], rating[good], from_album[Kings of the Wild Frontier])",I know you love Kings of the Wild Frontier. Do you like other songs from the Kings of the Wild Frontier album?,22,,verify_attribute,#REF!,3,1,not so popular,0.8580063,,#REF!,0.02636886088,37.92351913,4.924674734,match_scores,Kings of the Wild Frontier,#REF!
"verify_attribute(name[Marilyn Monroe], rating[excellent], producer[Pharrell Williams])",I know you love Marilyn Monroe. Do you think Pharrell Williams produces great songs in general?,16,,verify_attribute,#REF!,3,1,not so popular,0.8231056,,#REF!,0.01508276117,66.30085754,6.074588071,match_scores,Marilyn Monroe,#REF!
"verify_attribute(name[Careless Whisper], rating[excellent], genres[pop music])",I know you love Careless Whisper. Do you have a fondness for all pop music?,15,,verify_attribute,#REF!,3,1,popular,0.70106995,,#REF!,0.0174011078,57.46760559,4.573913556,match_scores,Careless Whisper,#REF!
"verify_attribute(name[Matador], rating[excellent], from_album[Vasos vacíos])",You seemed to really enjoy Matador off Vasos vacíos. Do you usually like songs from this album?,17,,verify_attribute,#REF!,3,1,not so popular,0.6886388,,#REF!,0.003331885395,300.1303711,2.407485904,match_scores,Matador,#REF!
"verify_attribute(name[Every Breath You Take], rating[excellent], is_from_album[True])",You said you love Every Breath You Take. Are all the songs from the album equally great in your opinion?,20,,verify_attribute,#REF!,3,1,popular,0.5311365,,#REF!,0.02448665813,40.83856583,10.81300534,match_scores,Every Breath You Take,#REF!
"verify_attribute(name[Over It], rating[good], performer[Katharine McPhee])",I know you like Over It by Katharine McPhee. Are there other songs by her you're fond of?,18,,verify_attribute,#REF!,3,1,not so popular,0.72312224,,#REF!,0.01714361202,58.33076477,4.2377132,match_scores,Over It,#REF!
"verify_attribute(name[Pumped Up Kicks], rating[excellent], is_from_album[True])"," You love Pumped Up Kicks. Do you always enjoy songs from albums, or was it an unusually good one?",19,,verify_attribute,#REF!,3,1,popular,0.44563678,,#REF!,0.01269576209,78.76644135,6.429451441,match_scores,Pumped Up Kicks,#REF!
"verify_attribute(name[Marilyn Monroe], rating[excellent], performer[Pharrell Williams])",You absolutely love Marilyn Monroe by Pharrell Williams. Do you think Pharrell Williams usually makes great songs?,17,,verify_attribute,#REF!,3,1,not so popular,0.8865537,,#REF!,0.01671889834,59.81255341,5.725998732,match_scores,Marilyn Monroe,#REF!
"verify_attribute(name[Stairway to Heaven], rating[excellent], is_from_album[True])"," I know you love Stairway to Heaven, do you also enjoy other songs from the same album?",17,,verify_attribute,#REF!,3,1,popular,0.46833766,,#REF!,0.03383851527,29.55212402,2.407485904,match_scores,Stairway to Heaven,#REF!
"verify_attribute(name[I Still...], rating[excellent], from_album[Never Gone])",I know you love I Still... from Never Gone. Do you also enjoy other songs from the same album?,19,,verify_attribute,#REF!,3,1,not so popular,0.4077615,,#REF!,0.009108458987,109.7880554,16.93985,match_scores,I Still...,#REF!
"verify_attribute(name[Break My Soul], rating[excellent], from_album[Renaissance])",You seem to love Break My Soul from the Renaissance album. Do you love all the songs from Renaissance as much?,21,,verify_attribute,#REF!,3,1,popular,0.7287157,,#REF!,0.009094628208,109.9550171,6.586656968,match_scores,Break My Soul,#REF!
"verify_attribute(name[Pumped Up Kicks], rating[excellent], producer[Mark Foster])",You love Pumped Up Kicks. Do you think Mark Foster always makes great music?,14,,verify_attribute,#REF!,3,1,popular,0.7823502,,#REF!,0.007250901024,137.9138947,11.44707843,match_scores,Pumped Up Kicks,#REF!
"verify_attribute(name[I Still...], rating[excellent], instance_of[single])",I know you love I Still... Do you think that all of your favorite songs are excellent?,17,,verify_attribute,#REF!,3,1,not so popular,0.48771897,,#REF!,0.01293323123,77.32019806,17.0010781,match_scores,I Still...,#REF!
"verify_attribute(name[Evolution], rating[excellent], instance_of[single])",I know you love Evolution. Is that the case for all single songs?,13,,verify_attribute,#REF!,3,1,not so popular,0.5327204,,#REF!,0.009368756179,106.7377548,2.62796171,match_scores,Evolution,#REF!
"verify_attribute(name[Seven Nation Army], rating[excellent], is_from_album[True])",You seem to love Seven Nation Army. Is this true for all songs from the same album?,17,,verify_attribute,#REF!,3,1,popular,0.5867509,,#REF!,0.0189865932,52.66874313,7.535838129,match_scores,Seven Nation Army,#REF!
"verify_attribute(name[I Was Gonna Cancel], rating[good], instance_of[musical work/composition])",You seem to enjoy I Was Gonna Cancel - do you generally like musical works/compositions?,15,,verify_attribute,#REF!,3,1,not so popular,0.68547416,,#REF!,0.006749117201,148.1675262,14.21664591,match_scores,I Was Gonna Cancel,#REF!
"verify_attribute(name[Macarena], rating[excellent], performer[Los del Río])",I know you love Macarena by Los del Río. Do you have the same enthusiasm for all songs by Los del Río?,22,,verify_attribute,#REF!,3,1,popular,0.82017845,,#REF!,0.02276865346,43.9200325,2.070570665,match_scores,Macarena,#REF!
"verify_attribute(name[Over It], rating[good], from_album[Katharine McPhee])",I know you like Over It from Katharine McPhee's album. Do you generally enjoy her music?,16,,verify_attribute,#REF!,3,1,not so popular,0.6983582,,#REF!,0.01206410714,82.89051056,4.75362206,match_scores,Over It,#REF!
"verify_attribute(name[The Way I Are], rating[excellent], record_label[Warner Bros. Records])",You told me you love The Way I Are. Do you think Warner Bros. Records always make great songs?,19,,verify_attribute,#REF!,3,1,not so popular,0.7397138,,#REF!,0.01289368699,77.5573349,21.62601068,match_scores,The Way I Are,#REF!
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], record_label[Universal Music Group])",I know you love Somebody That I Used to Know. Do you think songs released by Universal Music Group are always good?,22,,verify_attribute,#REF!,3,1,popular,0.771699,,#REF!,0.01623197236,61.60680771,14.72821272,match_scores,Somebody That I Used to Know,#REF!
"verify_attribute(name[Black Barbies], rating[excellent], is_from_album[False])",You seem to love Black Barbies. Do you usually enjoy songs that aren't from an album?,16,,verify_attribute,#REF!,3,1,not so popular,0.4996514,,#REF!,0.01280982253,78.06509399,4.295382418,match_scores,Black Barbies,#REF!
"verify_attribute(name[Money, Cash, Hoes], rating[good], instance_of[single])"," I remember you said Money, Cash, Hoes is a good song. Do you like most singles by the same artist?",20,,verify_attribute,#REF!,3,1,not so popular,0.6946525,,#REF!,0.01255972293,79.61959076,14.72821272,match_scores,"Money, Cash, Hoes",#REF!
"verify_attribute(name[As It Was], rating[excellent], from_album[Harry's House])",You said you love As It Was from Harry's House. Do you think all songs from this album are great too?,21,,verify_attribute,#REF!,3,1,popular,0.5265359,,#REF!,0.0122874294,81.38398743,6.586656968,match_scores,As It Was,#REF!
"verify_attribute(name[Money for Nothing], rating[excellent], is_from_album[True])",You seem to love Money for Nothing. Does this go for all songs from its album as well?,18,,verify_attribute,#REF!,3,1,popular,0.34418395,,#REF!,0.01055382287,94.75239563,2.276859592,match_scores,Money for Nothing,#REF!
"verify_attribute(name[I], rating[excellent], from_album[To Pimp a Butterfly])",You seem to really love I from To Pimp a Butterfly. Is this true for all songs from the album?,20,,verify_attribute,#REF!,3,1,popular,0.55092204,,#REF!,0.02095171979,47.72877884,4.108053662,match_scores,I,#REF!
"verify_attribute(name[Littlest Things], rating[good], producer[Mark Ronson])",I know you liked Littlest Things. Is Mark Ronson's music always so good in your opinion?,16,,verify_attribute,#REF!,3,1,not so popular,0.77220875,,#REF!,0.01553283188,64.37976074,4.75362206,match_scores,Littlest Things,#REF!
"verify_attribute(name[Style], rating[excellent], producer[Max Martin])",You said you love Style by Max Martin. Do you usually like songs produced by Max Martin?,17,,verify_attribute,#REF!,3,1,popular,0.7571347,,#REF!,0.01241781977,80.5294342,4.48083616,match_scores,Style,#REF!
"verify_attribute(name[Break My Soul], rating[excellent], is_from_album[True])",I know you love Break My Soul. Do you also enjoy other songs from the same album?,17,,verify_attribute,#REF!,3,1,popular,0.39149535,,#REF!,0.0183222207,54.57853699,7.535838129,match_scores,Break My Soul,#REF!
"verify_attribute(name[Take My Breath Away], rating[excellent], is_from_album[True])",You seem to really love Take My Breath Away. Is it true for other songs from its album as well?,20,,verify_attribute,#REF!,3,1,popular,0.48002696,,#REF!,0.01824151018,54.82002258,10.81300534,match_scores,Take My Breath Away,#REF!
"verify_attribute(name[Over It], rating[good], instance_of[single])",I remember you said that you love Over It. Do you generally enjoy this type of single song?,18,,verify_attribute,#REF!,3,1,not so popular,0.35357812,,#REF!,0.01211382515,82.55030823,3.829206138,match_scores,Over It,#REF!
"verify_attribute(name[Blurred Lines], rating[excellent], from_album[Blurred Lines])",I know you love Blurred Lines. Do you think that all songs from the album Blurred Lines are excellent?,19,,verify_attribute,#REF!,3,1,popular,0.7767154,,#REF!,0.02728678142,36.64778137,5.13666391,match_scores,Blurred Lines,#REF!
"verify_attribute(name[Every Breath You Take], rating[excellent], performer[The Police])",You seem to love Every Breath You Take by The Police. Do you enjoy all The Police songs in general?,20,,verify_attribute,#REF!,3,1,popular,0.68639326,,#REF!,0.0149919111,66.70263672,12.85890288,match_scores,Every Breath You Take,#REF!
"verify_attribute(name[Waka Waka], rating[excellent], producer[Shakira])",You told me you love Waka Waka. Are Shakira songs always that good in your opinion?,16,,verify_attribute,#REF!,3,1,popular,0.83496493,,#REF!,0.01199632034,83.35889435,4.75362206,match_scores,Waka Waka,#REF!
"verify_attribute(name[Viva la Vida], rating[excellent], is_from_album[True])",I know you love Viva la Vida. Is that the case for all songs from the same album?,18,,verify_attribute,#REF!,3,1,popular,0.6317585,,#REF!,0.0306583671,32.61752319,2.276859592,match_scores,Viva la Vida,#REF!
"verify_attribute(name[Stereotypes], rating[good], genres[Britpop])",I know you quite like Stereotypes. Do you generally have a good opinion of Britpop songs?,16,,verify_attribute,#REF!,3,1,not so popular,0.749271,,#REF!,0.01545267318,64.71372223,2.554049666,match_scores,Stereotypes,#REF!
"verify_attribute(name[I Was Gonna Cancel], rating[good], from_album[Kiss Me Once])",You told me you like I Was Gonna Cancel. Does this sentiment extend to the other songs on the album Kiss Me Once?,23,,verify_attribute,#REF!,3,1,not so popular,0.519315,,#REF!,0.007474369014,133.7905579,13.63709553,match_scores,I Was Gonna Cancel,#REF!
"verify_attribute(name[We Are the World], rating[excellent], performer[USA for Africa])"," You love We Are the World, right? Is USA for Africa's music always so great in your opinion?",18,,verify_attribute,#REF!,3,1,popular,0.7050367,,#REF!,0.006331327968,157.9447479,4.019656739,match_scores,We Are the World,#REF!
"verify_attribute(name[Que Calor], rating[excellent], record_label[Mad Decent])",You love Que Calor. Do you also think highly of other tracks from Mad Decent?,15,,verify_attribute,#REF!,3,1,not so popular,0.70515925,,#REF!,0.00351311118,284.6479797,6.468490584,match_scores,Que Calor,#REF!
"verify_attribute(name[Anti-Hero], rating[excellent], record_label[Republic Records])",You said Anti-Hero was great. Do you think Republic Records always produces great songs?,14,,verify_attribute,#REF!,3,1,popular,0.74604183,,#REF!,0.006192698218,161.4804993,5.412989187,match_scores,Anti-Hero,#REF!
"verify_attribute(name[Style], rating[excellent], instance_of[song])",I know you love the song Style. Is that true for all songs?,13,,verify_attribute,#REF!,3,1,popular,0.6090079,,#REF!,0.01595252313,62.68600845,2.62796171,match_scores,Style,#REF!
"verify_attribute(name[Right Here, Right Now], rating[good], genres[electro])"," I know you think Right Here, Right Now is great. Do you generally like electro songs?",16,,verify_attribute,#REF!,3,1,not so popular,0.6261202,,#REF!,0.009120711297,109.6405716,18.95162957,match_scores,"Right Here, Right Now",#REF!
"verify_attribute(name[Blinding Lights], rating[excellent], record_label[Republic Records])",You seem to love Blinding Lights. Do you think Republic Records always produces great music?,15,,verify_attribute,#REF!,3,1,popular,0.74921435,,#REF!,0.006319473614,158.2410278,6.468490584,match_scores,Blinding Lights,#REF!
"verify_attribute(name[Old Town Road], rating[excellent], publication_year[2018])",You seemed to love Old Town Road. Is music from 2018 always that great in your opinion?,17,,verify_attribute,#REF!,3,1,popular,0.73389935,,#REF!,0.00482168676,207.3963013,8.097785064,match_scores,Old Town Road,#REF!
"verify_attribute(name[King of Sorrow], rating[excellent], genres[contemporary R&B])",You seem to love King of Sorrow. Do you think all contemporary R&B songs are great?,16,,verify_attribute,#REF!,3,1,not so popular,0.7529739,,#REF!,0.01492095045,67.01985931,8.097785064,match_scores,King of Sorrow,#REF!
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], performer[Gotye, Kimbra])",You said you really love Somebody That I Used to Know. Do you think that Gotye and Kimbra songs are always great?,22,,verify_attribute,#REF!,3,1,popular,0.68763924,,#REF!,0.01323797665,75.54024506,11.32836045,match_scores,Somebody That I Used to Know,#REF!
"verify_attribute(name[Kings of the Wild Frontier], rating[good], producer[Chris Hughes])",You told me you really enjoy Kings of the Wild Frontier. Does that go for all songs produced by Chris Hughes?,21,,verify_attribute,#REF!,3,1,not so popular,0.8003991,,#REF!,0.006428872796,155.5482635,4.924674734,match_scores,Kings of the Wild Frontier,#REF!
"verify_attribute(name[The Way I Are], rating[excellent], genres[pop music])",I know you love The Way I Are. Do you also like other pop music songs?,16,,verify_attribute,#REF!,3,1,not so popular,0.57943827,,#REF!,0.01789346473,55.88632584,13.44527358,match_scores,The Way I Are,#REF!
"verify_attribute(name[Waka Waka], rating[excellent], producer[John Hill])",You love Waka Waka. Is it the same for all songs produced by John Hill?,15,,verify_attribute,#REF!,3,1,popular,0.8349244,,#REF!,0.007888787548,126.7621918,6.468490584,match_scores,Waka Waka,#REF!
"verify_attribute(name[King of Sorrow], rating[excellent], is_from_album[True])",I know you love King of Sorrow. Is the same true for all the songs from the same album?,19,,verify_attribute,#REF!,3,1,not so popular,0.50044996,,#REF!,0.0193619345,51.64773178,2.159701134,match_scores,King of Sorrow,#REF!
"verify_attribute(name[Old Town Road], rating[excellent], instance_of[single])",I know you love Old Town Road. Do you think all singles by this artist are equally awesome?,18,,verify_attribute,#REF!,3,1,popular,0.65565556,,#REF!,0.009658311585,103.5377655,7.126955677,match_scores,Old Town Road,#REF!
"verify_attribute(name[In My Bed], rating[excellent], is_from_album[True])",You told me you really like In My Bed. Do you love songs from albums in general?,17,,verify_attribute,#REF!,3,1,not so popular,0.34045532,,#REF!,0.01402211646,71.31591034,7.535838129,match_scores,In My Bed,#REF!
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], genres[indie pop])",I know you love Somebody That I Used to Know. Do you usually enjoy indie pop songs?,17,,verify_attribute,#REF!,3,1,popular,0.6583636,,#REF!,0.0139233092,71.82200623,13.40082578,match_scores,Somebody That I Used to Know,#REF!
"verify_attribute(name[About Damn Time], rating[good], instance_of[single])",I know you said you like About Damn Time. Do you generally enjoy single songs as well?,17,,verify_attribute,#REF!,3,1,popular,0.5111932,,#REF!,0.008546611184,117.0054398,7.535838129,match_scores,About Damn Time,#REF!
"verify_attribute(name[For a Friend], rating[mediocre], from_album[Red])",You said that For a Friend was just okay. Is it typical of songs from Red that they are only average?,21,,verify_attribute,#REF!,3,1,not so popular,0.56087554,,#REF!,0.004995407512,200.1838684,2.167132017,match_scores,For a Friend,#REF!
"verify_attribute(name[Habibi], rating[excellent], genres[dancehall])",You love Habibi. Do you think all dancehall songs are great?,11,,verify_attribute,#REF!,3,1,not so popular,0.77852476,,#REF!,0.005750597492,173.8949738,3.089055318,match_scores,Habibi,#REF!
"verify_attribute(name[Stereotypes], rating[good], publication_year[1996])"," Since you like Stereotypes, do you think songs from 1996 are usually good?",13,,verify_attribute,#REF!,3,1,not so popular,0.7676165,,#REF!,0.006469561049,154.5699921,3.125190764,match_scores,Stereotypes,#REF!
"verify_attribute(name[Wanna Get to Know You], rating[good], record_label[G-Unit Records])"," Since you like Wanna Get to Know You, do you have a good opinion of G-Unit Records in general?",19,,verify_attribute,#REF!,3,1,not so popular,0.7412526,,#REF!,0.01799269541,55.57810974,6.291102779,match_scores,Wanna Get to Know You,#REF!
"verify_attribute(name[We Are the World], rating[excellent], from_album[We Are the World])",I know you love We Are The World. Is every song from the We Are The World album equally amazing to you?,22,,verify_attribute,#REF!,3,1,popular,0.7001965,,#REF!,0.02514635629,39.76719284,19.69869894,match_scores,We Are the World,#REF!
"verify_attribute(name[Kings of the Wild Frontier], rating[good], record_label[Sony Music])",I know you like Kings of the Wild Frontier. Do you usually enjoy songs on Sony Music?,17,,verify_attribute,#REF!,3,1,not so popular,0.7991313,,#REF!,0.005911213103,169.1700134,6.054506513,match_scores,Kings of the Wild Frontier,#REF!
"verify_attribute(name[Stargazing], rating[excellent], producer[Kygo])",You love Stargazing by Kygo. Do you enjoy all of Kygo's songs?,12,,verify_attribute,#REF!,3,1,not so popular,0.7940131,,#REF!,0.008566227983,116.7374954,3.377156414,match_scores,Stargazing,#REF!
"verify_attribute(name[Right Here, Right Now], rating[good], from_album[Déjà Vu])"," I know that you love Right Here, Right Now. Are you a big fan of Déjà Vu as a whole?",20,,verify_attribute,#REF!,3,1,not so popular,0.6913645,,#REF!,0.03852551832,25.95682144,17.72984226,match_scores,"Right Here, Right Now",#REF!
"verify_attribute(name[Mr. Brightside], rating[excellent], publication_year[2003])",I know you love Mr. Brightside. Do you like all songs from 2003 in general?,15,,verify_attribute,#REF!,3,1,popular,0.6325388,,#REF!,0.01387623775,72.06564331,8.590764836,match_scores,Mr. Brightside,#REF!
"verify_attribute(name[I Was Gonna Cancel], rating[good], performer[Kylie Minogue])",You really enjoy I Was Gonna Cancel by Kylie Minogue. Is this your opinion of all her songs?,18,,verify_attribute,#REF!,3,1,not so popular,0.7719582,,#REF!,0.01001341213,99.86605835,14.25391135,match_scores,I Was Gonna Cancel,#REF!
"verify_attribute(name[Marilyn Monroe], rating[excellent], is_from_album[True])",You told me you love Marilyn Monroe. Is this true for all the songs on the album as well?,19,,verify_attribute,#REF!,3,1,not so popular,0.61922467,,#REF!,0.03468939577,28.82725334,3.632169883,match_scores,Marilyn Monroe,#REF!
"verify_attribute(name[Wanna Get to Know You], rating[good], is_from_album[True])",I remember you said you like Wanna Get to Know You. Do you think most songs on the same album are usually good?,23,,verify_attribute,#REF!,3,1,not so popular,0.40604073,,#REF!,0.0196153346,50.98052216,4.260146736,match_scores,Wanna Get to Know You,#REF!
"verify_attribute(name[Right Here, Right Now], rating[good], instance_of[single])"," I know you like Right Here, Right Now. Do you generally enjoy other singles as well?",16,,verify_attribute,#REF!,3,1,not so popular,0.5525189,,#REF!,0.01268892973,78.80885315,18.95162957,match_scores,"Right Here, Right Now",#REF!
"verify_attribute(name[All or Nothing], rating[good], instance_of[single])",You really liked All or Nothing. Do you generally enjoy single songs?,12,,verify_attribute,#REF!,3,1,not so popular,0.55788976,,#REF!,0.00633978627,157.734024,3.377156414,match_scores,All or Nothing,#REF!
"verify_attribute(name[About Damn Time], rating[good], producer[Ricky Reed])",I know you like About Damn Time. Do you usually enjoy songs by Ricky Reed?,15,,verify_attribute,#REF!,3,1,popular,0.73383576,,#REF!,0.004931580862,202.7747345,10.70454633,match_scores,About Damn Time,#REF!
"verify_attribute(name[Anti-Hero], rating[excellent], producer[Jack Antonoff])",You love Anti-Hero by Jack Antonoff. Do all of Jack Antonoff's songs get your seal of approval?,17,,verify_attribute,#REF!,3,1,popular,0.78344077,,#REF!,0.01683760075,59.3908844,4.48083616,match_scores,Anti-Hero,#REF!
"verify_attribute(name[Stereotypes], rating[good], from_album[The Great Escape])",I recall that you said you liked Stereotypes. Do you enjoy other songs from The Great Escape album?,18,,verify_attribute,#REF!,3,1,not so popular,0.59243447,,#REF!,0.0119346037,83.78996277,7.658412276,match_scores,Stereotypes,#REF!
"verify_attribute(name[As It Was], rating[excellent], record_label[Columbia Records])",I know you love As It Was. Are all songs produced by Columbia Records equally great in your opinion?,19,,verify_attribute,#REF!,3,1,popular,0.68934727,,#REF!,0.007813315924,127.9866333,8.500539049,match_scores,As It Was,#REF!
"verify_attribute(name[Dog Eat Dog], rating[good], producer[Chris Hughes])",I know you like Dog Eat Dog. Do you generally enjoy music produced by Chris Hughes?,16,,verify_attribute,#REF!,3,1,not so popular,0.7846307,,#REF!,0.009767939885,102.3757324,10.05268673,match_scores,Dog Eat Dog,#REF!
"verify_attribute(name[Habibi], rating[excellent], instance_of[single])",You love Habibi. Do you also have a great appreciation for other single songs?,14,,verify_attribute,#REF!,3,1,not so popular,0.6772239,,#REF!,0.007995442051,125.0712585,2.445593937,match_scores,Habibi,#REF!
"verify_attribute(name[Space Oddity], rating[excellent], performer[David Bowie])",I know you love David Bowie's Space Oddity. Do you usually have an excellent opinion of songs by him?,19,,verify_attribute,#REF!,3,1,popular,0.7708248,,#REF!,0.02252642544,44.39230728,4.019656739,match_scores,Space Oddity,#REF!
"verify_attribute(name[So Good], rating[excellent], performer[B.o.B])",You told me you love listening to So Good by B.o.B. Do you enjoy all of B.o.B.'s songs?,18,,verify_attribute,#REF!,3,1,not so popular,0.7403417,,#REF!,0.04627086914,21.61186981,4.300662554,match_scores,So Good,#REF!
"verify_attribute(name[King of Sorrow], rating[excellent], from_album[Lovers Rock])",You love King of Sorrow from Lovers Rock. Do you think the rest of the album is as good?,19,,verify_attribute,#REF!,3,1,not so popular,0.71766376,,#REF!,0.01484849151,67.34690857,4.319402268,match_scores_PPL,King of Sorrow,#REF!
"verify_attribute(name[All or Nothing], rating[good], from_album[Girl You Know It's True])",I know you said you like All or Nothing. Do you generally enjoy Girl You Know It's True songs?,19,,verify_attribute,#REF!,3,1,not so popular,0.63731676,,#REF!,0.009671764207,103.3937531,8.039313478,match_scores,All or Nothing,#REF!
"verify_attribute(name[Stargazing], rating[excellent], is_from_album[True])",You said you love Stargazing. Are all songs from the same album amazing to you?,15,,verify_attribute,#REF!,3,1,not so popular,0.48964232,,#REF!,0.01264527811,79.0809021,2.286956778,match_scores,Stargazing,#REF!
"verify_attribute(name[I], rating[excellent], instance_of[single])",I know you love I. Is this true for all of your favorite songs?,14,,verify_attribute,#REF!,3,1,popular,0.24960946,,#REF!,0.02013154961,49.67327499,2.445593937,match_scores,I,#REF!
"verify_attribute(name[Space Oddity], rating[excellent], from_album[David Bowie])",You said you love Space Oddity - is that true for all the songs from the David Bowie album?,19,,verify_attribute,#REF!,3,1,popular,0.6765075,,#REF!,0.02023186877,49.42697144,5.415315254,match_scores,Space Oddity,#REF!
"verify_attribute(name[Stargazing], rating[excellent], instance_of[single])",I know you love Stargazing. Are all of your favorite songs singles?,12,,verify_attribute,#REF!,3,1,not so popular,0.59525007,,#REF!,0.007739898043,129.2006683,2.839838723,match_scores,Stargazing,#REF!
"verify_attribute(name[I], rating[excellent], publication_year[2014])",I know you love I. Do you have a strong preference for songs from 2014 in general?,17,,verify_attribute,#REF!,3,1,popular,0.52666366,,#REF!,0.01395404296,71.66381836,2.407485904,match_scores,I,#REF!
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], producer[Gotye])",I remember you really loved Somebody That I Used to Know. Do you always enjoy songs produced by Gotye?,19,,verify_attribute,#REF!,3,1,popular,0.6025928,,#REF!,0.01214299631,82.35199738,12.58220556,match_scores,Somebody That I Used to Know,#REF!
"verify_attribute(name[About Damn Time], rating[good], publication_year[2022])",I know you said you like About Damn Time. Is 2022 a good year for music in your opinion?,19,,verify_attribute,#REF!,3,1,popular,0.6743511,,#REF!,0.01050431903,95.19893646,7.264339766,match_scores,About Damn Time,#REF!
"verify_attribute(name[I], rating[excellent], record_label[Aftermath Entertainment])",I recall you said you love I. Do you think Aftermath Entertainment releases good music in general?,17,,verify_attribute,#REF!,3,1,popular,0.53327346,,#REF!,0.004891609966,204.4316711,4.48083616,match_scores,I,#REF!
"verify_attribute(name[Wild], rating[excellent], instance_of[song])",You love Wild! Do you think all songs of this type are as great?,14,,verify_attribute,#REF!,3,1,not so popular,0.52981895,,#REF!,0.005930349343,168.6241302,2.445593937,match_scores,Wild,#REF!
"verify_attribute(name[Viva la Vida], rating[excellent], publication_year[2008])",You seem to love Viva la Vida. Is this the case for other songs from 2008 as well?,18,,verify_attribute,#REF!,3,1,popular,0.7610043,,#REF!,0.02392903152,41.79024124,2.519759344,match_scores,Viva la Vida,#REF!
"verify_attribute(name[Y.M.C.A.], rating[excellent], from_album[Cruisin'])",You seem to love Y.M.C.A. from the album Cruisin'. Do you love all songs from Cruisin'?,16,,verify_attribute,#REF!,3,1,popular,0.6231082,,#REF!,0.02311624727,43.25961685,28.08924132,match_scores,Y.M.C.A.,#REF!
"verify_attribute(name[Black Barbies], rating[excellent], producer[Mike WiLL Made-It])",I know you love Black Barbies. Do you like other songs produced by Mike WiLL Made-It too?,17,,verify_attribute,#REF!,3,1,not so popular,0.70954347,,#REF!,0.01366561531,73.17636108,4.814971807,match_scores,Black Barbies,#REF!
"verify_attribute(name[Black Barbies], rating[excellent], genres[hip hop music])",I know you love Black Barbies. Do you usually enjoy hip hop music?,13,,verify_attribute,#REF!,3,1,not so popular,0.7734387,,#REF!,0.01265745163,79.00484467,5.255923421,match_scores,Black Barbies,#REF!
"verify_attribute(name[Feel Again], rating[excellent], producer[Ryan Tedder])",You told me you love Feel Again. Do you think all songs produced by Ryan Tedder are excellent?,18,,verify_attribute,#REF!,3,1,not so popular,0.74523354,,#REF!,0.007870861,127.0509033,5.415315254,match_scores,Feel Again,#REF!
"verify_attribute(name[We Are the World], rating[excellent], producer[Michael Omartian])",You really love We Are the World. Do you think Michael Omartian always creates great songs?,16,,verify_attribute,#REF!,3,1,popular,0.76384217,,#REF!,0.005400393493,185.1716919,6.423094863,match_scores,We Are the World,#REF!
