mr,da,text,word counts,,pred,,num_triples,num_hops,popularity,scores,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"request(specifier[grating], instance_of[single])",request,Can you think of a single grating song?,8,,request,1,2,1,,0.6527294,1,0.012013448,83.24005127,0,match_scores,,1
"request(specifier[energetic], publication_year[1985])",request,Are there any energetic songs from 1985?,7,,request,1,2,1,,0.7939495,1,0.002183858,457.9052429,5.522397784,match_scores,,1
"request(specifier[energetic], producer[Steve Mac])",request,Do you know any energetic songs produced by Steve Mac?,10,,request,1,2,1,,0.76985514,1,0.003562872,280.6724548,7.495553473,match_scores_PPL,,1
"request(specifier[grating], performer[Lady Gaga])",request,Which Lady Gaga song do you think is the most grating?,11,,request,1,2,1,,0.76440656,1,0.021676144,46.13366699,6.772997137,match_scores,,1
"request(specifier[energetic], performer[T.I., Robin Thicke])",request,What's the most energetic song you know by T.I. or Robin Thicke?,12,,request,1,2,1,,0.7817448,1,0.026747608,37.38652039,18.20705281,match_scores,,1
"request(specifier[repetitive], genres[pop music])",request,Do you know any pop songs that are overly repetitive?,10,,request,1,2,1,,0.65954053,1,0.011055387,90.4536438,0,match_scores,,1
"request(specifier[beautiful], producer[Mark Foster])",request,Do you know of any beautiful songs from Mark Foster?,10,,request,1,2,1,,0.74061286,1,0.006938235,144.1288757,7.495553473,match_scores,,1
"request(specifier[beautiful], producer[Pnau])",request,Do you know any beautiful songs from Pnau?,8,,request,1,2,1,,0.7720375,1,0.00481569,207.6545715,4.76770702,match_scores,,1
"request(specifier[grating], record_label[G-Unit Records])",request,Have you heard any grating songs from G-Unit Records?,9,,request,1,2,1,,0.75924647,1,0.009679446,103.3116989,8.392229813,match_scores,,1
"request(specifier[catchy], producer[Jacques Morali])",request,Do you know any catchy songs produced by Jacques Morali?,10,,request,1,2,1,,0.818591,1,0.003812723,262.2797546,7.495553473,match_scores,,1
"request(specifier[inspiring], instance_of[single])",request,Can you think of any inspiring single songs?,8,,request,1,2,1,,0.7062093,1,0.006114328,163.5502625,0,match_scores,,1
"request(specifier[inspiring], record_label[Interscope Records])",request,Are there any inspiring songs from Interscope Records that you like?,11,,request,1,2,1,,0.7976074,1,0.022621336,44.20605469,6.772997137,match_scores_PPL,,1
"request(specifier[dull], genres[pop punk])",request,Is there a dull pop punk song that you know of?,11,,request,1,2,1,,0.7308598,1,0.011187816,89.38294983,0,match_scores,,1
"request(specifier[inspiring], from_album[Midnights])",request,What's the most inspiring song from Midnights?,7,,request,1,2,1,,0.74952734,1,0.011325374,88.29730225,5.522397784,match_scores,,1
"request(specifier[dull], record_label[Food Records])",request,Are there any dull songs released by Food Records?,9,,request,1,2,1,,0.7024451,1,0.00176022,568.1109009,8.392229813,match_scores_PPL,,1
"request(specifier[uninspired], genres[rock music])",request,Do you know of any uninspired rock songs?,8,,request,1,2,1,,0.7113081,1,0.012078285,82.79321289,0,match_scores_PPL,,1
"request(specifier[depressing], publication_year[2007])",request,What's the most depressing song you've heard from 2007?,9,,request,1,2,1,,0.73389906,1,0.023465484,42.61578369,4.196114906,match_scores,,1
"request(specifier[depressing], from_album[Reflektor])",request,What's the most depressing song from Reflektor?,7,,request,1,2,1,,0.7840796,1,0.020995339,47.6296196,5.522397784,match_scores,,1
"request(specifier[depressing], instance_of[song])",request,What's the most depressing song you know?,7,,request,1,2,1,,0.7803579,1,0.016415114,60.91946793,0,match_scores,,1
"request(specifier[inspiring], producer[Joel Little])",request,Do you know any inspiring songs produced by Joel Little?,10,,request,1,2,1,,0.7669553,1,0.004564829,219.0662689,7.495553473,match_scores,,1
"request(specifier[grating], publication_year[2012])",request,Was there any grating song released in 2012?,8,,request,1,2,1,,0.73374546,1,0.002897196,345.1613159,4.76770702,match_scores_PPL,,1
"request(specifier[beautiful], producer[Billy Steinberg])",request,Do you know any beautiful songs produced by Billy Steinberg?,10,,request,1,2,1,,0.8201535,1,0.005976862,167.3118896,7.495553473,match_scores,,1
"request(specifier[dull], instance_of[single])",request,What's the dullest single song you've ever heard?,8,,request,1,2,1,,0.5205076,1,0.028914579,34.58462906,0,match_scores,,1
"request(specifier[uninspired], instance_of[single])",request,What's the most uninspired single you've heard recently?,8,,request,1,2,1,,0.6397539,1,0.018138501,55.13134766,0,match,,1
"request(specifier[beautiful], from_album[1989])",request,What's the most beautiful song from the 1989 album?,9,,request,1,2,1,,0.7039692,1,0.017893942,55.88483429,4.196114906,match_scores,,1
"request(specifier[beautiful], performer[Lily Allen])",request,Can you think of a beautiful song by Lily Allen?,10,,request,1,2,1,,0.82944393,1,0.01251861,79.881073,7.495553473,match_scores,,1
"request(specifier[emotive], performer[The Communards])",request,Do you know any emotive songs by The Communards?,9,,request,1,2,1,,0.79747814,1,0.003250913,307.605896,8.392229813,match_scores,,1
"request(specifier[inspiring], producer[Red Spyda])",request,Do you know any inspiring songs produced by Red Spyda?,10,,request,1,2,1,,0.79164255,1,0.00281801,354.8602905,7.495553473,match_scores_PPL,,1
"request(specifier[grating], producer[Giorgio Moroder])",request,Have you ever heard a grating song from Giorgio Moroder?,10,,request,1,2,1,,0.8609253,1,0.029641688,33.7362709,7.495553473,match_scores,,1
"request(specifier[repetitive], performer[Berlin])",request,Do you know any repetitive songs by Berlin?,8,,request,1,2,1,,0.76635224,1,0.001682572,594.328186,4.76770702,match_scores_PPL,,1
"request(specifier[emotive], from_album[Aftermath])",request,Are there any emotive songs in the album Aftermath?,9,,request,1,2,1,,0.61328524,1,0.008675594,115.2658844,4.196114906,match_scores,,1
"request(specifier[uninspired], producer[Salaam Remi])",request,Has Salaam Remi ever produced an uninspired song?,8,,request,1,2,1,,0.8689254,1,0.004562046,219.1999054,9.535414041,match_scores,,1
"request(specifier[beautiful], publication_year[2014])",request,What's the most beautiful song you've heard from 2014?,9,,request,1,2,1,,0.69881153,1,0.02885148,34.66026688,4.196114906,match_scores,,1
"request(specifier[depressing], from_album[Brothers in Arms])",request,Are there any depressing songs from Brothers in Arms?,9,,request,1,2,1,,0.7824376,1,0.005191497,192.6226654,4.990049702,match_scores,,1
"request(specifier[inspiring], record_label[Warner Bros. Records])",request,Are there any inspiring songs from Warner Bros. Records?,9,,request,1,2,1,,0.85110754,1,0.009811933,101.9167175,23.46235032,match_scores,,1
"request(specifier[dull], publication_year[1966])",request,Was there a dull song released in 1966?,8,,request,1,2,1,,0.7901044,1,0.003341814,299.2386475,4.76770702,match_scores,,1
"request(specifier[dull], producer[Stewart Copeland])",request,Is there any dull song by Stewart Copeland that you know of?,12,,request,1,2,1,,0.81007373,1,0.007125431,140.342392,6.178110636,match_scores,,1
"request(specifier[emotive], producer[Andrew Loog Oldham])",request,Are there any emotive songs produced by Andrew Loog Oldham?,10,,request,1,2,1,,0.8463587,1,0.002988466,334.619812,13.95079697,match_scores_PPL,,1
"request(specifier[depressing], from_album[Girl])",request,Can you name a depressing song from the Girl album?,10,,request,1,2,1,,0.6228578,1,0.004739303,211.0015106,3.747776737,match_scores,,1
"request(specifier[uninspired], from_album[Mabel singles discography])",request,Is there any uninspired song on Mabel's singles discography?,9,,request,1,2,1,,0.8939342,1,0.005046814,198.1448212,0,match_scores,,1
"request(specifier[uninspired], from_album[Synchronicity])",request,Is there any uninspired song from the album Synchronicity?,9,,request,1,2,1,,0.7450012,1,0.014125398,70.79446411,4.196114906,match_scores,,1
"request(specifier[depressing], instance_of[single])",request,What's the most depressing single you know of?,8,,request,1,2,1,,0.751826,1,0.009646574,103.6637421,0,match_scores,,1
"request(specifier[energetic], performer[The Killers])",request,Do you know any energetic songs by The Killers?,9,,request,1,2,1,,0.7237097,1,0.008930944,111.9702454,8.392229813,match_scores,,1
"request(specifier[grating], record_label[Warner Bros. Records])",request,Are there any grating songs on Warner Bros. Records?,9,,request,1,2,1,,0.8445417,1,0.009161864,109.1480942,23.46235032,match_scores,,1
"request(specifier[inspiring], from_album[Hot Fuss])",request,Are there any inspiring songs on the album Hot Fuss?,10,,request,1,2,1,,0.7175114,1,0.009034694,110.684433,7.495553473,match_scores,,1
"request(specifier[inspiring], publication_year[2005])",request,Were there any inspiring songs released in 2005?,8,,request,1,2,1,,0.70371526,1,0.00452486,221.0013123,4.76770702,match_scores,,1
"request(specifier[catchy], genres[rock music])",request,Do you know any catchy rock songs?,7,,request,1,2,1,,0.7370231,1,0.006996408,142.9304962,0,match_scores_PPL,,1
"request(specifier[beautiful], record_label[Roc-A-Fella Records])",request,Have you ever heard a beautiful song from Roc-A-Fella Records?,10,,request,1,2,1,,0.84351236,1,0.03234421,30.91743469,7.495553473,match_scores,,1
"request(specifier[energetic], record_label[Atlantic Records])",request,Are there any energetic songs from Atlantic Records?,8,,request,1,2,1,,0.8074879,1,0.002409508,415.0224915,9.535414041,match_scores,,1
"request(specifier[inspiring], performer[J Balvin, Major Lazer])",request,What's the most inspiring song from J Balvin and Major Lazer?,11,,request,1,2,1,,0.8733234,1,0.017309158,57.77288437,9.578464409,match_scores,,1
"request(specifier[beautiful], is_from_album[True])",request,Can you think of a beautiful song from an album you really like?,13,,request,1,2,1,,0.3180285,1,0.026241266,38.10791779,0,match_scores,,1
"request(specifier[repetitive], instance_of[single])",request,What's the most repetitive single you know?,7,,request,1,2,1,,0.73543483,1,0.004710437,212.2945251,0,match_scores,,1
"request(specifier[beautiful], genres[pop rock])",request,Do you know of any beautiful pop rock songs?,9,,request,1,2,1,,0.71836245,1,0.008364999,119.5457458,0,match_scores_PPL,,1
"request(specifier[energetic], instance_of[musical work/composition])",request,What's the most energetic musical work or composition you can think of?,12,,request,1,2,1,,0.6401874,1,0.012344624,81.00691986,0,match_scores,,1
"request(specifier[uninspired], performer[Giorgio Moroder])",request,Is there any uninspired song by Giorgio Moroder that you can think of?,13,,request,1,2,1,,0.86161727,1,0.033248973,30.07611656,5.679677445,match_scores,,1
"request(specifier[energetic], instance_of[single])",request,What's the most energetic single you know?,7,,request,1,2,1,,0.7086947,1,0.00783457,127.6394272,0,match_scores,,1
"request(specifier[catchy], publication_year[2019])",request,Could you name a catchy song from 2019?,8,,request,1,2,1,,0.79640245,1,0.004725274,211.6279602,4.76770702,match_scores,,1
"request(specifier[repetitive], genres[indie rock])",request,Do you know any repetitive indie rock songs?,8,,request,1,2,1,,0.79267025,1,0.003764031,265.6726379,0,match_scores,,1
"request(specifier[emotive], from_album[Native])",request,Are there any emotive songs from the album Native?,9,,request,1,2,1,,0.66064465,1,0.003861198,258.9869995,4.196114906,match_scores_PPL,,1
"request(specifier[repetitive], performer[Robin Thicke, T.I.])",request,Did you find Robin Thicke and T.I.'s song to be too repetitive?,12,,request,1,2,1,,0.75461686,1,0.032945616,30.35305214,17.02602472,match_scores,,1
"request(specifier[depressing], producer[Chris Hughes])",request,Do you know any depressing songs by Chris Hughes?,9,,request,1,2,1,,0.84460956,1,0.00408502,244.7968445,8.392229813,match_scores_PPL,,1
"request(specifier[catchy], instance_of[single])",request,What's the catchiest single song you can think of?,9,,request,1,2,1,,0.4670835,1,0.020144836,49.64051437,0,match_scores_PPL,,1
"request(specifier[uninspired], from_album[Never Gone])",request,Is there any uninspiring song from the album Never Gone?,10,,request,1,2,1,,0.69489723,1,0.007070874,141.4252319,7.495553473,match_scores,,1
"request(specifier[depressing], publication_year[2014])",request,Are there any depressing songs released in 2014?,8,,request,1,2,1,,0.7369763,1,0.005419682,184.5126801,4.76770702,match_scores_PPL,,1
"request(specifier[repetitive], producer[Kygo])",request,Are there any repetitive Kygo songs that you can think of?,11,,request,1,2,1,,0.75024945,1,0.007416083,134.8420715,3.386498568,match_scores,,1
"request(specifier[catchy], publication_year[2010])",request,Do you remember any catchy songs from 2010?,8,,request,1,2,1,,0.77135026,1,0.006715869,148.901062,4.76770702,match_scores,,1
"request(specifier[energetic], from_album[Mabel singles discography])",request,What's the most energetic song from Mabel's singles discography?,9,,request,1,2,1,,0.8656691,1,0.006668145,149.9667511,0,match_scores,,1
"request(specifier[repetitive], is_from_album[True])",request,Are there any songs on an album that you find to be overly repetitive?,14,,request,1,2,1,,0.39593905,1,0.025536829,39.1591301,0,match_scores,,1
"request(specifier[grating], from_album[Kings of the Wild Frontier])",request,What song from Kings of the Wild Frontier do you find to be most grating?,15,,request,1,2,1,,0.7903664,1,0.007137387,140.1072998,5.412989187,match_scores,,1
"request(specifier[emotive], producer[Youth])",request,Are there any emotive songs produced by Youth?,8,,request,1,2,1,,0.71509224,1,0.002516005,397.4555359,4.76770702,match_scores_PPL,,1
"request(specifier[dull], genres[contemporary R&B])",request,Do you know of any dull contemporary R&B songs?,9,,request,1,2,1,,0.7841155,1,0.010003076,99.96924591,12.60596809,match_scores_PPL,,1
"request(specifier[catchy], record_label[Roc-A-Fella Records])",request,Do you know any catchy songs from Roc-A-Fella Records?,9,,request,1,2,1,,0.8657309,1,0.023074697,43.33751297,8.392229813,match_scores_PPL,,1
"request(specifier[uninspired], publication_year[1969])",request,Were there any uninspired songs released in 1969?,8,,request,1,2,1,,0.7826705,1,0.006940961,144.0722656,4.76770702,match_scores_PPL,,1
"request(specifier[uninspired], performer[Taylor Swift])",request,Is there an uninspired Taylor Swift song you can think of?,11,,request,1,2,1,,0.8032181,1,0.017654576,56.64253998,6.772997137,match_scores_PPL,,1
"request(specifier[catchy], performer[Korn])",request,Do you know any catchy songs by Korn?,8,,request,1,2,1,,0.7747486,1,0.00914861,109.306221,4.76770702,match_scores_PPL,,1
"request(specifier[emotive], is_from_album[True])",request,What's the most emotive song you've heard on an album?,10,,request,1,2,1,,0.44923362,1,0.042102984,23.75128555,0,match_scores,,1
"request(specifier[beautiful], genres[arena rock])",request,Do you know of any beautiful arena rock songs?,9,,request,1,2,1,,0.76944876,1,0.004918545,203.3121643,0,match_scores_PPL,,1
"request(specifier[depressing], producer[Red Spyda])",request,Do you know any depressing songs produced by Red Spyda?,10,,request,1,2,1,,0.79202217,1,0.002364795,422.8695984,7.495553473,match_scores,,1
"request(specifier[inspiring], genres[rock music])",request,Do you know any inspiring rock songs?,7,,request,1,2,1,,0.73227936,1,0.005852902,170.8554077,0,match_scores_PPL,,1
"request(specifier[energetic], producer[Billy Steinberg])",request,Do you know any energetic songs by Billy Steinberg?,9,,request,1,2,1,,0.8616378,1,0.003536335,282.7786255,8.392229813,match_scores,,1
"request(specifier[grating], record_label[Columbia Records])",request,Are there any grating songs from Columbia Records that you don't like?,12,,request,1,2,1,,0.7728783,1,0.013713907,72.91867828,6.178110636,match_scores,,1
"request(specifier[depressing], record_label[Universal Music Australia])",request,Are there any depressing songs released by Universal Music Australia?,10,,request,1,2,1,,0.84766,1,0.004037938,247.6511536,13.95079697,match_scores,,1
"request(specifier[catchy], from_album[Native])",request,What's the catchiest song from the album Native?,8,,request,1,2,1,,0.51880467,1,0.005894924,169.6374664,4.76770702,match_scores_PPL,,1
"request(specifier[beautiful], publication_year[2004])",request,What's the most beautiful song released in 2004?,8,,request,1,2,1,,0.6819403,1,0.012739868,78.49375153,4.76770702,match_scores,,1
"request(specifier[uninspired], publication_year[1998])",request,Were there any uninspired songs released in 1998?,8,,request,1,2,1,,0.7492262,1,0.008298992,120.4965591,4.76770702,match_scores_PPL,,1
"request(specifier[emotive], genres[gospel music])",request,What is the most emotive gospel music song you know?,10,,request,1,2,1,,0.8635752,1,0.012516813,79.89253998,0,match_scores,,1
"request(specifier[uninspired], producer[Skrillex])",request,Is there an uninspired Skrillex song you can think of?,10,,request,1,2,1,,0.85786414,1,0.019030717,52.54662704,3.747776737,match_scores,,1
"suggest(name[Macarena], producer[Los del Río])",suggest," Do you know any songs by Los del Río, like Macarena?",11,,suggest,1,2,1,popular,0.85296595,1,0.010304306,97.04680634,4.065425429,match_scores,Macarena,1
"suggest(name[Space Oddity], is_from_album[True])",suggest," Have you ever listened to a song from an album, like Space Oddity?",13,,suggest,1,2,1,popular,0.40556124,1,0.048327011,20.69236183,5.255923421,match_scores,Space Oddity,1
"suggest(name[Style], publication_year[2015])",suggest," Are there any songs from 2015 that you like, such as Style?",12,,suggest,1,2,1,popular,0.6969499,1,0.008336846,119.94944,3.377156414,match_scores,Style,1
"suggest(name[Waka Waka], performer[Freshlyground, Shakira])",suggest," Have you heard any songs by Freshlyground and Shakira, like Waka Waka?",12,,suggest,1,2,1,popular,0.9015294,1,0.00675508,148.0367279,7.141816289,match_scores,Waka Waka,1
"suggest(name[Break My Soul], record_label[Columbia Records])",suggest," Do you listen to songs from Columbia Records, like Break My Soul?",12,,suggest,1,2,1,popular,0.8164278,1,0.007815864,127.9449005,13.29241788,match_scores,Break My Soul,1
"suggest(name[Take My Breath Away], publication_year[1986])",suggest," Do you know any songs from 1986, like Take My Breath Away?",12,,suggest,1,2,1,popular,0.8038118,1,0.011766254,84.98881531,18.79831765,match_scores,Take My Breath Away,1
"suggest(name[King of Sorrow], performer[Sade])",suggest," Do you like the music of Sade, like King of Sorrow?",11,,suggest,1,2,1,not so popular,0.81941664,1,0.008782054,113.8685837,4.065425429,match_scores,King of Sorrow,1
"suggest(name[Matador], producer[K. C. Porter])",suggest," Are you familiar with any of K. C. Porter's songs, like Matador?",12,,suggest,1,2,1,not so popular,0.8273899,1,0.013163568,75.96724701,16.18861357,match_scores,Matador,1
"suggest(name[Viva la Vida], publication_year[2008])",suggest," Do you listen to songs from 2008, like Viva la Vida?",11,,suggest,1,2,1,popular,0.86425376,1,0.016573719,60.33648682,4.065425429,match_scores,Viva la Vida,1
"suggest(name[Marilyn Monroe], genres[funk])",suggest," Do you like funk songs, like Marilyn Monroe?",8,,suggest,1,2,1,not so popular,0.7958074,1,0.007939484,125.952774,8.392229813,match_scores,Marilyn Monroe,1
"suggest(name[Right Here, Right Now], is_from_album[True])",suggest," Do you like songs that are from an album, like Right Here, Right Now?",14,,suggest,1,2,1,not so popular,0.40593886,1,0.021663218,46.16119385,21.40909266,match_scores,"Right Here, Right Now",1
"suggest(name[We Are the World], instance_of[single])",suggest," Have you heard any of the singles, like ""We Are the World""?",12,,suggest,1,2,1,popular,0.6585787,1,0.020857785,47.9437294,5.412989187,match_scores,We Are the World,1
"suggest(name[Paint It Black], from_album[Aftermath])",suggest," Do you like songs from the album Aftermath, like Paint It Black?",12,,suggest,1,2,1,popular,0.6237468,1,0.011622393,86.040802,11.35935489,match_scores,Paint It Black,1
"suggest(name[Careless Whisper], record_label[Columbia Records])",suggest," Have you heard any songs from Columbia Records, like Careless Whisper?",11,,suggest,1,2,1,popular,0.8198026,1,0.009229337,108.3501434,8.737167852,match_scores,Careless Whisper,1
"suggest(name[Take My Breath Away], record_label[Geffen Records])",suggest," Have you heard any songs released on Geffen Records, like Take My Breath Away?",14,,suggest,1,2,1,popular,0.7948207,1,0.014870444,67.24748993,18.20705281,match_scores,Take My Breath Away,1
"suggest(name[Dragostea Din Tei], instance_of[musical work/composition])",suggest,Have you heard of any works of music like Dragostea Din Tei?,12,,suggest,1,2,1,popular,0.8048625,1,0.002936973,340.4865723,11.49875956,match_scores,Dragostea Din Tei,1
"suggest(name[Littlest Things], from_album[Alright, Still])",suggest," Have you heard any songs from Alright, Still, like for example Littlest Things?",13,,suggest,1,2,1,not so popular,0.6164026,1,0.005383588,185.7497101,11.44707843,match_scores,Littlest Things,1
"suggest(name[Somebody That I Used to Know], genres[indie pop])",suggest,Do you listen to any indie pop songs such as Somebody That I Used to Know?,16,,suggest,1,2,1,popular,0.7643585,1,0.019274006,51.88335037,15.1385146,match_scores,Somebody That I Used to Know,1
"suggest(name[Evolution], record_label[EMI])",suggest," Have you ever heard any songs on EMI's label, like Evolution?",11,,suggest,1,2,1,not so popular,0.6826446,1,0.010603266,94.31056213,3.089055318,match_scores,Evolution,1
"suggest(name[Wild], publication_year[2015])",suggest," Do you like songs from 2015, like Wild?",8,,suggest,1,2,1,not so popular,0.7035964,1,0.003684962,271.37323,4.990049702,match_scores,Wild,1
"suggest(name[Wild], producer[Alex Hope])",suggest," Do you like Alex Hope's songs, like Wild?",8,,suggest,1,2,1,not so popular,0.7315623,1,0.002572143,388.7809143,4.990049702,match_scores,Wild,1
"suggest(name[Poison], is_from_album[True])",suggest," Did you ever listen to songs from an album, like Poison?",11,,suggest,1,2,1,not so popular,0.3597182,1,0.012694328,78.77533722,3.089055318,match_scores,Poison,1
"suggest(name[Every Breath You Take], genres[pop rock])",suggest," Do you like any pop rock songs, like Every Breath You Take?",12,,suggest,1,2,1,popular,0.776488,1,0.012396935,80.6651001,17.77835118,match_scores_PPL,Every Breath You Take,1
"suggest(name[Mr. Brightside], producer[The Killers])",suggest," Do you like any songs by The Killers, such as Mr. Brightside?",12,,suggest,1,2,1,popular,0.71467406,1,0.023808155,42.0024147,12.30068629,match_scores,Mr. Brightside,1
"suggest(name[In My Bed], is_from_album[True])",suggest,Have you ever heard the song 'In My Bed' from an album?,12,,suggest,1,2,1,not so popular,0.37705314,1,0.034170434,29.26506615,3.089055318,match_scores,In My Bed,1
"suggest(name[Stairway to Heaven], performer[Led Zeppelin])",suggest,Did you ever listen to songs by Led Zeppelin like Stairway to Heaven?,13,,suggest,1,2,1,popular,0.83711195,1,0.044257397,22.59509277,6.754312829,match_scores,Stairway to Heaven,1
"suggest(name[Wanna Get to Know You], from_album[Beg for Mercy])",suggest,Have you ever heard the song Wanna Get to Know You from the album Beg for Mercy?,17,,suggest,1,2,1,not so popular,0.72682154,1,0.018435654,54.24271774,6.722636788,match_scores,Wanna Get to Know You,1
"suggest(name[Somebody That I Used to Know], genres[art pop])",suggest," Have you ever listened to any art pop songs, such as Somebody That I Used to Know?",17,,suggest,1,2,1,popular,0.70125085,1,0.021870567,45.7235527,13.40082578,match_scores,Somebody That I Used to Know,1
"suggest(name[About Damn Time], genres[disco])",suggest," Have you ever heard any disco songs, like About Damn Time?",11,,suggest,1,2,1,popular,0.69870096,1,0.00595642,167.8860931,11.49875956,match_scores,About Damn Time,1
"suggest(name[Seven Nation Army], genres[alternative rock])",suggest," Do you like alternative rock songs, like Seven Nation Army?",10,,suggest,1,2,1,popular,0.8272708,1,0.0082474,121.2503357,12.60596809,match_scores_PPL,Seven Nation Army,1
"suggest(name[Stargazing], is_from_album[True])",suggest," Did you ever listen to a song from an album, like Stargazing?",12,,suggest,1,2,1,not so popular,0.5223242,1,0.022493655,44.45698166,2.839838723,match_scores,Stargazing,1
"suggest(name[Bitter Sweet Symphony], performer[The Verve])",suggest," Do you like the music of The Verve, such as Bitter Sweet Symphony?",13,,suggest,1,2,1,popular,0.8494973,1,0.014829154,67.43473053,12.30068629,match_scores,Bitter Sweet Symphony,1
"suggest(name[Dog Eat Dog], publication_year[1980])",suggest," Do you know any songs from 1980, like Dog Eat Dog?",11,,suggest,1,2,1,not so popular,0.8357814,1,0.008329268,120.0585632,12.35622127,match_scores,Dog Eat Dog,1
"suggest(name[Matador], genres[candombe])",suggest," Do you ever listen to songs in the candombe genre, like Matador?",12,,suggest,1,2,1,not so popular,0.7065565,1,0.005439602,183.8369751,2.839838723,match_scores,Matador,1
"suggest(name[Cold Heart], instance_of[single])",suggest," Do you know any single songs, such as Cold Heart?",10,,suggest,1,2,1,popular,0.7110845,1,0.003690656,270.9545593,6.772997137,match_scores,Cold Heart,1
"suggest(name[Anti-Hero], from_album[Midnights])",suggest," Do you listen to any songs from Midnights, like Anti-Hero?",10,,suggest,1,2,1,popular,0.76795095,1,0.012729606,78.55702972,4.027248192,match_scores,Anti-Hero,1
"suggest(name[Get Up!], is_from_album[True])",suggest," Do you like songs from albums, like Get Up!?",9,,suggest,1,2,1,not so popular,0.2247293,1,0.004891113,204.4524536,12.60596809,match_scores,Get Up!,1
"suggest(name[Waka Waka], producer[Shakira])",suggest," Do you like Shakira's songs, like Waka Waka?",8,,suggest,1,2,1,popular,0.8975662,1,0.01573436,63.55517578,8.392229813,match_scores,Waka Waka,1
"suggest(name[Littlest Things], performer[Lily Allen])",suggest," Are you familiar with songs performed by Lily Allen, like Littlest Things?",12,,suggest,1,2,1,not so popular,0.7926881,1,0.00897697,111.3961639,8.032276873,match_scores,Littlest Things,1
"suggest(name[Space Oddity], record_label[Mercury Records])",suggest,Have you ever heard a Mercury Records song like Space Oddity?,11,,suggest,1,2,1,popular,0.81254697,1,0.010940418,91.40418243,9.578464409,match_scores,Space Oddity,1
"suggest(name[Habibi], genres[reggaeton])",suggest,Do you like reggaeton songs like Habibi?,7,,suggest,1,2,1,not so popular,0.8525392,1,0.004623717,216.2762299,5.522397784,match_scores,Habibi,1
"suggest(name[Bitter Sweet Symphony], is_from_album[True])",suggest," Do you know any songs from the album, such as Bitter Sweet Symphony?",13,,suggest,1,2,1,popular,0.65854704,1,0.016161199,61.87659836,9.782375749,match_scores,Bitter Sweet Symphony,1
"suggest(name[Money for Nothing], producer[Mark Knopfler])",suggest," Did you ever listen to any of Mark Knopfler's songs, like Money for Nothing?",14,,suggest,1,2,1,popular,0.82922757,1,0.028481486,35.11052704,3.218582627,match_scores,Money for Nothing,1
"suggest(name[Style], genres[disco])",suggest," Do you like dancing to any songs in the disco genre, such as Style?",14,,suggest,1,2,1,popular,0.6872735,1,0.008892181,112.4583435,2.445593937,match_scores,Style,1
"suggest(name[Poison], publication_year[2010])",suggest," Do you like songs from 2010, like Poison?",8,,suggest,1,2,1,not so popular,0.6897847,1,0.003423225,292.1221924,4.990049702,match_scores,Poison,1
"suggest(name[The Way I Are], publication_year[2017])",suggest," Did you listen to any songs in 2017, like The Way I Are?",13,,suggest,1,2,1,not so popular,0.7324205,1,0.011327826,88.27819061,17.39579738,match_scores,The Way I Are,1
"suggest(name[About Damn Time], instance_of[single])",suggest,Have you ever heard a single song like About Damn Time?,11,,suggest,1,2,1,popular,0.67279774,1,0.009574302,104.4462509,12.60596809,match_scores,About Damn Time,1
"suggest(name[Viva la Vida], genres[baroque pop])",suggest," Do you like baroque pop songs, like Viva la Vida?",10,,suggest,1,2,1,popular,0.878813,1,0.023843088,41.94087601,4.027248192,match_scores,Viva la Vida,1
"suggest(name[Money for Nothing], performer[Dire Straits])",suggest," Do you like songs by Dire Straits, like Money for Nothing?",11,,suggest,1,2,1,popular,0.71648556,1,0.014974037,66.78225708,7.347053126,match_scores,Money for Nothing,1
"suggest(name[Marilyn Monroe], producer[Pharrell Williams])",suggest," Do you like songs produced by Pharrell Williams, like Marilyn Monroe?",11,,suggest,1,2,1,not so popular,0.8634961,1,0.013746035,72.74825287,8.737167852,match_scores_PPL,Marilyn Monroe,1
"suggest(name[As It Was], genres[synth-pop])",suggest," Do you like synth-pop songs, such as As It Was?",10,,suggest,1,2,1,popular,0.76564527,1,0.011214715,89.16856384,12.60596809,match_scores,As It Was,1
"suggest(name[Blinding Lights], producer[The Weeknd])",suggest," Do you like any of The Weeknd's songs, like Blinding Lights?",11,,suggest,1,2,1,popular,0.7454775,1,0.011929869,83.8232193,6.837203339,match_scores,Blinding Lights,1
"suggest(name[For a Friend], record_label[London])",suggest," Have you heard any songs released by London, like For a Friend?",12,,suggest,1,2,1,not so popular,0.6404754,1,0.005070076,197.2357025,3.737437944,match_scores_PPL,For a Friend,1
"suggest(name[Pumped Up Kicks], is_from_album[True])",suggest," Do you like songs from albums, like Pumped Up Kicks?",10,,suggest,1,2,1,popular,0.4546465,1,0.013028466,76.75500488,12.60596809,match_scores,Pumped Up Kicks,1
"suggest(name[Marilyn Monroe], record_label[Columbia Records])",suggest," Did you ever listen to any songs from Columbia Records, like Marilyn Monroe?",13,,suggest,1,2,1,not so popular,0.82026404,1,0.014001492,71.42095947,7.432998185,match_scores,Marilyn Monroe,1
"suggest(name[As It Was], from_album[Harry's House])",suggest,Have you ever heard the song As It Was from Harry's House?,12,,suggest,1,2,1,popular,0.70486027,1,0.009820986,101.8227692,12.35622127,match_scores,As It Was,1
